THOSE SMH NEED TO FIX,Neither
this game came out,Neither
I love the app,Neither
turned it off,User Action
as I love fox news,Neither
click on a picture the app closes automatically,App Problem
You betrayed me Arnie,Neither
the app wo n't even let me log in,App Problem
it said I was not viewing,App Problem
it 's loading,App Problem
my phone number is blocked,App Problem
it never loads,App Problem
Pokevision or the nearby step system are fixed,Neither
I try to swipe,User Action
using iPhone 4 current version os,User Action
I travel,-1
Snapchat was better,Neither
fix it take away the location thing,Neither
I used this app,User Action
updated my Facebook,User Action
I put everything in,User Action
add photos or animation,User Action
Try the New York Times,User Action
the constant crashing,Neither
to help them out,Neither
The old app was very good,Neither
FIX THIS,-1
deleting it,User Action
App closes,-1
Worked great,-1
has gotten significantly worse over time,Neither
Have deleted the app,User Action
hope new management comes,Neither
to reload,-1
Big fail,-1
even the username & password are correct,User Action
lately I feel that they are headed down the wrong path,Neither
it 's blank,App Problem
i click ANY button,User Action
it goes back to game 1,App Problem
I 'll hit the play button,User Action
They better be glad so many people are too addicted to FB,Neither
here it comes again,Neither
used to be,Neither
"asked about tracking my location "" always",Neither
trying to open,User Action
I have tried everything,Neither
Becoming a so slow application,Neither
A recent addition of pop - up ads ( usually the exact same one ) overtake the page,App Problem
not sign up,Neither
They said that they ca n't refund me,Neither
My snapchat is n't working,App Problem
I have had so many issues with this most recent update,Neither
as I hit it,User Action
Snapchat was,-1
it freezes very annoying,App Problem
go back,User Action
"In reading a lot of the other reviews , obviously I 'm not alone",Neither
The app paused during the update,App Problem
I was so exited,Neither
it keeps shutting down and does it,App Problem
if I 'm trying to ignore the person then it all of a sudden loads it,App Problem
I get a notification from Facebook,User Action
I 'd like to pick up from where I left off after switching to a different app,User Action
it did n't work,Neither
"well , I never used locator apps",Neither
u change it back,User Action
"In the off chance that it works , it takes FOREVER to load them",App Problem
I downloaded,-1
EVERYTHING REFRESHES,-1
"as I felt this service was not only unacceptable , but dangerous",Neither
I could n't get in,App Problem
It keeps force closing it takes me back to my home screen,App Problem
I could read it,User Action
This app worked great,App Problem
I refresh,-1
CNN sold Zite to Flipboard,Neither
Thank you,-1
Log back in,Neither
to view it,User Action
takes days to reply,Neither
starts me over,App Problem
ultimately succeeding,-1
now every picture in the timeline is cut in half,App Problem
connected to wifi,User Action
Plz change that,Neither
Fix ASAP!!!!!!it only lets me be on it for a minute takes me out,App Problem
I first downloaded this app,User Action
scroll down,User Action
Remove Offers From Account Activity,Neither
unless something changes soon ill be avoiding this app,Neither
It starts a timer,App Problem
I knew it,Neither
That 's ridiculous,Neither
ur trying to check ur news feed,User Action
I tap it,User Action
even though I have already logged into Uber,User Action
I 've never had a problem with this app,Neither
it demanded that I provide a login through my cable provider Verizon fios,App Problem
uploading photos,-1
they 're on Skype,User Action
once they fix the bugs,Neither
if I get frustrated,Neither
So know I ca n't simply use SNAPCHAT,Neither
it closes out without any error messages,App Problem
STOP IT,-1
the app force closes several times a day,App Problem
Do nt advertise it as free,Neither
Will remain as one star,Neither
"Get it together , facebook",Neither
would crash,App Problem
to beat,-1
I DONT WANT MESSENGER,Neither
Do n't waste your time,Neither
if I keep scrolling,User Action
it will never be the same,Neither
receives new messages,User Action
reinstall numerous times,User Action
However I read about their shady company ethics,Neither
to erase my iPhone,User Action
it was version 5.1.3 as,Neither
I even start playing,User Action
skip this waste of space and time,Neither
"However , the information it provides is lacking in usefulness",App Problem
having to sign in,User Action
give you more,Neither
I do n't like how they put it together,Neither
With every new update it gets worser,Neither
Loved the game,Neither
I 've uninstalled,User Action
Never accepts my passwords,App Problem
"my plan , along with all of my tracked progress , had been erased",App Problem
I tried to update,User Action
completing the levels,User Action
"Please , please change this",Neither
Thought update would help fix my playlist problem,Neither
freezes on ios4 update,App Problem
to top it all off the best friend thing is a letdown,Neither
it was steadily raining a high chance of rain that never occurred,Neither
I logged in,User Action
It really is annoying,Neither
I 'm giving it one star,Neither
only shows up occasionally,App Problem
"Be a leader , Pandora",Neither
returns to newsstand,App Problem
"Instead , Niantic just continues to release updates that remove functionality",Neither
to have access to the rest of the game,Neither
launching on iPad 3,Neither
you reopen the app,User Action
watching a video,User Action
someone is calling u u,User Action
all I get is the spinning wheel,App Problem
the problem persists,App Problem
I saw that I had texted him at 3 in the morning when I was asleep,Neither
it is good,Neither
I type my info,User Action
enjoyed the live feed,Neither
hours they were sent,User Action
Secure message center does n't display message,App Problem
I can play just fine,Neither
it posts,-1
Tried uninstall - reinstall,User Action
I ride my bike around the park by my house,User Action
as I already saved my frequent visits to various cities,User Action
Wo n't sync to my Fitbit HR due to the Fitbit server being down,App Problem
notifications are delayed,App Problem
we do actually catch the Pokemon,Neither
it 's so frustrating,Neither
It is very laggy as well,App Problem
just disappears,-1
they are not in any order,App Problem
read any of the reviews,Neither
to answer a text,User Action
How many reviews do you need,Neither
I close the app and re - open it,User Action
Made the lag worse,App Problem
I watch your content,User Action
you screwed it up,Neither
they are n't there,Neither
Redowload still crashes,App Problem
Google correct this issue,Neither
the app shuts down,App Problem
it made me RESTART MY IPOD,App Problem
I am not able to load videos,App Problem
I 've had pandora on my phone for years,User Action
I give up,Neither
I 'm probably just stressed,Neither
even that is a stretch,Neither
your just gon na get bad reports,App Problem
it wants me to pay again,App Problem
"I try turning my phone off , then back on",User Action
unless you buy boosters,User Action
made trackers,-1
this started happening,Neither
I contact tech support,User Action
rebooting the phone,User Action
I was having problems connecting,App Problem
a friend posts something on your story,User Action
i open the app it crashes immediatly,App Problem
"Honestly , I am likely deleting this app",User Action
Do not play,Neither
the data fields update,Neither
there is an update,Neither
does n?€?t give me an option to go back,App Problem
you read people stories,User Action
It will completely load,App Problem
so I deleted it,User Action
it 's completely unneeded,Neither
wo n't load,App Problem
It seems slower,App Problem
start it all over,User Action
they upgraded it,Neither
I open facebook,User Action
I delete a post,User Action
to hear it,-1
I press the add button,User Action
I usually listen to pandora,User Action
I got it on my iPod,User Action
for them to charge us more,Neither
it was sick,Neither
"Sure , the update looks great",Neither
90 % of the drivers are fine,App Problem
I ca n't get my runs to end,App Problem
editing a document,User Action
I have the Snapchat app installed,User Action
This game was fun,Neither
they changed it,Neither
I seriously loved Snapchat,Neither
so it always shows you have unread posts / messages 2 - 3 minutes,App Problem
you fix stuff that was n't addressed,Neither
make it accessible with voiceover,App Problem
to disable this horrible feature,Neither
as overplayed,-1
messenger was built into the Facebook app,Neither
"First it was just slow , then last update",Neither
watch celebrities stories,User Action
to block,-1
I was walking around,User Action
it 's launched,App Problem
it freezes at the top of the screen for awhile,App Problem
Play for free,Neither
CNN reports that Trump gets two scoops of ice cream,Neither
now it wo n't let me download the app,App Problem
Ever since it updated because of iOS 8,Neither
i question why,Neither
I had two eggs about to hatch,User Action
staying up,-1
a driver started driving erratically,User Action
I try to call on my iPad,User Action
you 've checked them,User Action
i tried to create a new account,User Action
This app was the better weather app on my phone,Neither
I did create a Microsoft account,User Action
you relaunch the app,User Action
if they took out the boosting feature,Neither
that was good,Neither
You 're forced to watch it,App Problem
because this is Bullcrap,Neither
I 'll change my review,User Action
make it more likely in areas with less pokestop density and/or less players,Neither
I download to Quicken the payee and memo fields,User Action
you can actually use it,User Action
"you send a message you appear "" Active Now what",User Action
you finally do download it,User Action
it just force close,App Problem
Now I have to switch in between apps,App Problem
I just spent some money on coins,User Action
once you search for any other,User Action
A piece of advice do n't release an update,Neither
lose a customer forever,Neither
it took forever,App Problem
pressing on the app,User Action
Even if i delete all my messages in messenger,User Action
reinstalled the app several times,User Action
it is opened,Neither
you refresh,-1
you wanna view messages via safari on your phone,User Action
I ca n't sign in today,App Problem
the screen will freeze,App Problem
often it just feels,Neither
it now has begun to pause half way through songs,App Problem
I recently fount a bug that keeps saying that I have a snap in my inbox,App Problem
it keeps closing out,App Problem
If I could give this a negative rating,Neither
App force closes,App Problem
Please send them back to the app,Neither
wo n't even let you check the weather in a city that is n't one of your allotted 10 favorites -- app is completely useless now,App Problem
saved the boarding pass to the wallet,User Action
Please fix it soon,Neither
I just want to swipe,User Action
If you 're texting,User Action
you 're typing a long message,User Action
I send them,User Action
The game looks great,Neither
mailing a letter,User Action
"Additionally , when battling gyms , , it locks you out",App Problem
I got reported for no reason,App Problem
"Facebook is taking way to many liberties with their apps , their privacy policies",Neither
I try to enter my location manually,User Action
I look at pictures,User Action
I have an iphone4,User Action
they get this worked out,Neither
it just hangs,App Problem
I take a picture,User Action
to remember what topic we were even talking about,Neither
reloaded it,-1
Its ruining the purpose of facebook,Neither
could not wait,Neither
I read that snapchats wo n't be deleted by the company,Neither
tried opening Whatsapp,User Action
as if my UN / PW is incorrect,Neither
Using Touch 4th,User Action
Fix the cancellation button,Neither
Loved the app,Neither
It will often just stop streaming all together,App Problem
if I upgraded to office 360,User Action
it lets you move on to the next level,App Problem
