Review ID,Review Content
019d4aa6-5a7e-4d59-919e-eb6504880772,"It's very buggy. It doesn't allow to apply to some jobs (including Easy Apply ones). Sometimes, it shows ""Something went wrong"" on the click of the Submit button. And now it's telling me to Add and Confirm an email address while I could see I have 2 email addresses already added and verified. Customer support keeps saying it has been resolved, but it hasn't."
401be346-40be-499b-85d4-9949bd6cb89c,Terrible. I never got signed in after downloading the app. Kept getting stuck on the captcha. Over and over and over and over. I didn't try and uninstall reinstall because honestly that's a waste of my dang time. I would just open a browser and go through that away. Tha ks for the spaghetti coded junk app.
c85b50fe-d4ac-49c6-b289-1927d8b901b0,"Updated twice, turned off automatically after these 2 updates recieved in Oct-2023"
b9a51c3a-049c-426f-9289-c127b708eca3,"Since a couple of weeks, the app suddenly stops working and won't connect, showing an empty feed and a retry button that does nothing. The support team has been rather useless, radio silence after asking the million dollar question ""have you updated the app to its latest version?"". Nobody asking for logs therefore not sure how they can troubleshoot the problem. Tried reinstalling, it works for a few days until it stops again. Underwhelming."
122b4e97-0970-427b-8577-4c3870833dd2,"I am trying to retrieve my lost password by using my phone. You get sent a pin but then you have to leave the app page to get it from your email then go back and when you go back to Linked in, the page to put the pin in disappears and you're just asked to put in your sign in details and start again! It would require a separate device so that you don't have to leave the page. It's so frustrating that I've given up. Don't have time for that!"
716e9239-2629-4fd0-8e91-481667a104a9,After the latest update around 2 days ago my account was logged out automatically and when i am trying to login its saying that my account is restricted i've been using LinkedIn for a long time and this is the first time something like this happened after an update. I a trying to gain access of my account as per the instruction but there has been no success. It would be great someone resolve my issue cause it took great effort to build a valuable profile.
7452b17e-8677-4391-8a9c-1069781fbeed,"One of the worst Application, I came accross in terms of Job search. I was trying to search about ""Robotics Trainer / Robotics Engineer"" as job title. Job location: Remote. When i set this as my preference, LinkedIn has showed me more than 1k results where it never matched my search at all. I felt very ridiculous as you allow me to choose and not give the proper response for the same. It also sets the location automatically though we change in later part."
afe6e3c3-2460-4eba-815d-bbd2273bb208,I wanted to log in the application it just keep asking to get verified as human even after I successfully did that couple of times already. It keep making me to put the password and try to log in but not letting me to be logged in. It's not something like I've forgotten my password or something it's clearly a bug of the software. Super to say but it really made my super disappointed.☹️
040cc566-cfc8-4bb0-a126-c41fe135bff1,This app is getting old. I can never make a post when I'm on my phone. I always have to find a computer to even respond to or make a comment. Can someone fix this?
68e7a4bc-b909-43cf-9408-d4feeff6d444,"Absolutely the WORST app to search for jobs if you're a fresher just out of college or are in the final year of graduation, even after setting the job alert for jobs that hire fresher ls, the job filters are so bad that it CONSTANTLY recommends jobs that are hiring for senior role 😒"
783881fe-6423-4c8a-bfeb-c843eebc65cd,"Useless, wasting my time, i am not able to access my account, linked asking me identity ID for security check after submitting Identity Id my account still not accessable from last 4 days."
c8b60080-ac33-4b5b-8054-34c6f443bfa4,"Usually quite happy with the app. But since approx. a year, changes in published posts, e.g. tagging members/companies, aren't saved. Updating & reinstalling the app hasn't helped. Advise by support is equally useless. As a heavy user, managing 8 pages, this is really frustrating and has kept me from upgrading. Surprisingly, I have not experienced the same issue when accessing LI via browser or the iOS app. Not purchasing a new device just because you refuse to resolve a bug you have caused."
d57e720a-2ed5-4e5d-9456-e0de656c58ef,Its a complete worst app.if you want to block on doing connects then why you allow to do connect. I got my three accounts blocked and fourth account is in security check and want identity proof i uploaded everything still they didn't work on my request. Its a complete rubbish.
04292f28-07ba-416e-8467-8570d0bb1bf4,"The 'Industry' field keeps saying ""industry is a required field"" even after filling it and thus I'm unable to save the edited information."
d001b922-8b85-493b-940c-9e8e60f5ca74,"App keeps breaking. It's the 6th time I have to unninstall and re-install the app as a few days later it breaks , does not show anything in any page and after I clear cache and data, it won't even log back in! I've been using the app for years and had never had any issues, but it's unbearable right now, so I'm writing this review and will contact the dev team."
547daf94-f5c1-431d-808b-e6b6ef232e01,"UX is so annoying while using the filters for searches. Can't it select all the options at one single search instead of making me type for each option I need to select. (For example, if I need to select multiple locations in the filter, I'll have to do it one by one waiting for the app to take one input at a time and then typing the same thing again for it to take the second input and so on)"
28d6ebe0-579a-44f7-9950-49e4c167d6c2,"before you ask what phone, version and Android version let me give it to you.HTC U 11, Android 8.0.0, and the latest linked in version. can't load feed, every page on the app is blank. seems this problem started ever since the linked in jobs app was discontinued and linked in was updated. when you ask your users for their phone model and version it means you want your users to do testing for you. very disappointed. I'm currently working on linked in using internet explorer. I don't get messages."
48cedfff-0f51-4f02-9596-e7271b1fb74b,"Behaves like a virus/malware. Never intentionally installed it, it seems to have put itself on my auto update list. If you click to uninstall, it says you have to update. If you update, it let's you click uninstall, but then loops to update again. This should not be tolerated on, or by, Google. Cancelled my LinkedIn account years ago when I found out how insecure it is. Despise intrusive software like this. Anyone know how to get rid?"
354a0488-c2eb-432f-ba82-627431f96956,Worst.! I raised multiple requests after my account was hacked unable to get any help from LinkedIn team on this.!
10a2f0bb-be3f-4d3c-963b-d57f119424dc,Not able to login even after giving correct credentials. It was returning to same sign in page even after signing in.
9e4abcc4-814c-4483-81bc-44af73adf068,The app as of late has not allowed me to upload my first post. I receive an error message after it loads for a few moments.
237c3623-272e-42b5-a3d3-2b3292301dc7,"Horrible - Billing Style You guys are too BIG for this!! When I activated a TRIAL, you mentioned I will be billed from one month after expiration. My simple question is, WHY ARE YOU BILLING me before TIME.... Please I need an explanation and a REFUND asap. Moreso, the DEACTIVATION button is hidden and complex and is not easily accessible like the ACTIVATION button. I don't even know how to deactivate because your steps you outlined is incorrect."
3bd31625-6cf1-4c6b-b404-64e1a1ec59d2,"It was great, until it become like Facebook We prefer using it because of its minimalistic and simple but professional approach to its users. Now, it's becoming trash. My day? Who cares, about what they eat at breakfast? What they wear at work? #OOTD? WHAT THE??!!!! App latest update crashes when you click job. Do something about it. Lots of bugs!"
a6ff54d3-a143-48eb-ae2a-f43bb0e15255,"The app is very buggy with tons of small bugs that worsen the user experience. And the biggest one that I have started facing recently is that even with internet access, app says ""No internet, try again"" and doesn't load a thing. I have to reinstall the app from play store and login again. Then again after 1-2 days, same thing repeats. Other small bugs include my profile picture showing blank, others' profile picture doesn't load every time etc. Even the website is full of bugs. I'm fed up now."
86b2d16a-95b7-41d1-b91d-66582464a7eb,Awful. Constant notifications and emails even after blocking and unsubscribing and uninstalling the app. No matter what I do I can't get this thing to leave me alone. I've been reporting it as spam and unsubscribing every time I get an email or notification. I will never use this app
93ce958b-614f-4efd-a633-59a6854bef22,"What a painful experience your app always gives me! Whenever you write after spending a time, effort and when it's the turn to post, it crashes away and boom, your 500 words are wasted now. It also crashes whenever we click add photo button or post button. When it can't operate on a 4 gb, 64 gb phone then should should we buy a rocket to run linkedin app? It's 2021 and linkedin is draining our efforts."
d1f3b397-b8cd-4007-a80d-c9b481155181,"Cannot load messages or notifications. The app initially worked but after a couple of days I get ""unable to load messages. Please try again."" errors. Viewing notifications doesn't work either. Only solution appears to be to delete app and reinstall. Tiresome. I'll use browser version."
4d19b9ce-5dbb-4366-bb5c-d494c1492aae,"Second problem to me is can't sign in. First Reset Password, I try your trick to uninstall and reinstall app, it works. But when I sign out and sign in back, the app just flash white out. I try uninstall and reinstall, but the same thing happen. Not just on mobile app but mobile website too. Please fix it because same thing happen ""Something unexpected happened. Please try again."". I try on website desktop too. I have sent to email too. Please fix it quickly. Thank you."
a894012d-92f7-4280-9377-db03bb38faaa,"Horrible experience, when visiting other profile and info the app become super laggy and very slow to swipe, im using oneplus 8 pro with 120hz screen refresh rate the app should work fine and smooth as what i expect it to be, but this app turns out to be super laggy and doesnt even reach 30fps when viewing profile of others or any post or info you want to view, swiping is very annoying as its super slow. I hope you guys pay attention about this and fix it as soon as possible."
349870c2-518e-4f5d-b50e-7c4451f24a43,"Worst app. I have been using this app for years and as we humans are becoming more advanced with the advancement of time. LinkedIn is going back to dark ages it seems. I have stopped using this app since last year. It doesn't work iny phone (OnePlus 6 - android 10, oxygen os 10.3) . It works if I uninstall and reinstall, but just for that first time after installation. After that if I open the app it says connection/network issue, or unable to load anything."
f15d724e-2805-4644-852e-d3c5119bea77,"After updating app.. I am facing three issues 1) App automatically closes and not responding. 2) Notification feed is not working properly. Every time it shows load more. 3) Home page feed is also not working properly showing load more after every 3-4 posts. And if you think it's a internet issue, let me clear it's not. There are multiple bugs in the app now. Losing my interest lately."
26762dde-e459-4ce0-b819-9b0022482787,Very bad experience while using this app. When I want to apply the jobs it's showing the error. I just hate this app. Don't trust it fake app
a3cf6c90-bbf3-4d37-bf4d-d6f54b5b8100,Great app overall Love it. It helped me find a new job in Cork. But there is a constant notification for messages as if I received a new message when I have not. Please rectify this. Highly frustrating Hi JD I tried what you recommended and still no luck any other suggestions? Notifications keep popping up for LinkedIn when there is nothing new to be updated about
b2645042-e7d2-425b-bb19-41b3f4466f3c,Recently facing a major bug where I can't send documents just after sending a message to someone. Can the team look into this?
ea2f93d4-b17b-4df8-a403-d38e9467f439,"Search results for jobs are not accurate. I am looking for something and it shows me something. when we opens a job notification, it has to show all recent or new jobs from top. Always needs to look from the list which was mixed up with old ones and have to keep an eye to see where is the new one came."
c5a65936-cdac-4a2c-bd15-73e330ecf913,The app is lagging and too many glitches after the last update. For some reason I see the old feed 1st and then new feed.
beac7602-4dce-49a9-8e4f-60216730e346,"Nothing to say simply worst after they launching premium option, what we can do with basic linkedin profile just see the post and comments need to be give full access to every profile"
96d2fd65-9101-4446-9665-f8233394a35e,"Changes to fullscreen mode without my permission when I enter a post. Causing me to like the post unintendedly. Refreshes the page very easily and sometimes it decides to refresh by itself, making me forever lose the post I've been reading (Since the search engine sucks and I can't find the post again with the words from the post itself). Pictures auto slide automatically, and there is no way to stop it. This is especially bad when you are reading a long text from a picture. Very bad UX."
87e348d3-a998-437e-806d-31ab278e37ab,Can you please fix the way too hidden option of sending a message upon connecting to someone. Such an important feature should be more obvious in the app to match the desktop usability. Thanks!!! When will LinkedIn change the connect option for mobile devices? Please give an option and make it easier to 'add note' when connecting on the mobile device. #linkedin
21f67838-7a3c-46b8-a4ea-3f5a6c49d2ba,"After the update, it signed me out, I put my password, and it said wrong, creating a new password, but the same password is not working on the web."
e2eb91ae-f285-42bf-b618-73e2efcc255e,Asks for identity verification after each 10-15 days. I have already submitted photos of my ID card but processing time takes so long. I'm still waiting to be logged in again:(
9a2feb28-6053-4424-be7c-a17bfd34187e,You've got some really bad service. The violation thing without any legitimate reason and then not mentioning what the reason is then not removing the restrictions after verification as well.
f8cf3699-9c7d-407b-a0a0-815793f7d9e5,"Worst app ,My account will automatically logout and now login is not happening even after entering correct password and it happen second time"
41ceea6a-a2c1-4878-831d-04b7bb009563,It isn't working properly. It keeps saying LinkedIn has stopped working. I am fed up by now. I have even given a feedback as well. Still it keeps showing the notification of stopped working. Please look into it and resolve as soon as possible because it keeps bugging me whole day and its been happening since past 3 days and i can't do other things on my phn because of it
8ffacf62-b1ba-4e03-ac13-8bcc30046b23,"Overall experience is good but I'm using older version of application and now there is an update of application is pending, so there is an alert (pop-up) appears on every screen after navigate to next screen and return to previous screen. That pop is so annoying that I need to rate the application negatively. To LinkedIn developers kindly remove that annoying alert and if you want to remind users about an update just show that update alert on application startup. Some users don't want to update."
3366d99f-ce12-4b35-a1a4-19a75e7758be,"Can't change end date on past work experience. Stuck on ""present"" and nothing happens when I try to press it"
d473f0b2-2f31-446f-ad5d-584ec3196913,Very bad experience. The Linkedin platform though I was a genuine user without anything wrong from my side restricted two accounts back to back. I have lost many connections. I can't even login to close my account. Always it shows incorrect password while logging in. And when I login it shows to submit my id. After submitting the id it shows a representative will contact from LinkedIn. No such contact was taken place. Nobody have called or contacted. Very bad experience all together.
e2ae673b-d05a-486f-b9eb-aecd7c17a3a8,Don't like the app. The purposeful manipulation of the userability of the website is insane. Soon as you log in it asks you to download the app because it works better. Every page I navigate it asks. Why tout the app when you were initially created from a web page and thus gained loyal users due to that particular interface? Highly upset every time I navigate the web page I am bombarded with attempts to convert me to the app and always asking me while not providing an opt out for asking me!
817513ba-1e78-4aa1-9a3c-872911a3192f,"Hi, since last couple of days, whenever I navigate and scroll to jobs section, the app is automatically getting closed. I tried uninstall and reinstall multiple times to get rid of this issue but its the same always. Earlier the app was Excellent and I used to apply for jobs directly on the app, but now I cannot even scroll the jobs page. Pls resolve the issue."
5e5cc01d-b52e-4cca-a74e-242908317ab8,"The notification settings are borderline predatory on your attention. Your phone is constantly bombarded with alerts on jobs that barely relate to specifications you put in it or whenever someone takes a peek at your profile. You have to pick each and every type of notifications to turn off, and even then, it doesn't even get better. For a social media site targeting at professionals, this is just embarrassing."
aa42dd59-0bfd-48d0-b81b-dd91387d6980,"No feed sorting option makes the app user experience just terrible! I keep seeing posts from 2-3 weeks ago (!). Also, the algorithm could be smarter and not show posts you have already scrolled through (such as insta does for ex). Moreover, it keeps showing me USELESS info such as ""person X liked person Y post"", when person Y is not even on my network (!!).I would use the app much more and interact more with my network if the feed section worked better. At the moment I use it only for messaging."
257eae5d-e9b1-4475-ae53-87ec65c3d854,Linkedin is a place for all the scammers and fraud people to gather together. And they collect all our identification number address and every personal particular details then they will sell our data and information to 3rd or 4th party or whoever who says we gonna invest in their company. Lol. Is a scam app.
3f7bab21-1684-449d-98de-ed900048129b,"Oh great, the Jan 19 2022 update got rid of dark mode functionality, and the UI for email notification options for ""jobs"" is still broken. Thanks for continuing to make the app worse team! Also, from 2020 but still relevant: LinkedIn refuses to fix 2 major inconsistencies b/w the web app & mobile app: (1) no option to add a note when sending a connection request in the mobile app; (2) the enter key sends a message instead of adding a new paragraph break on the web app."
2725badf-9116-4c9d-8b8d-4a4189703fec,"Not user-friendly. You can't just go back to the main page after the search something with different filters. You have to close the app and re-open it. Also, there are often ""An error occurred"" message. I even can't enable Premium. Not recommend. Poor service. And I can't contact the support team. It's unreal to do this via app."
eea5eee1-416a-49b9-a0e6-b1ffe5992825,"Really poor performance and user experience. Many times when search for people or companis or even load a new post a 'can't connect' message appears. I feel obligated to use linkedin via browser, which is far more stable. Unacceptable for a public digital platform ( IRONIC ) with such an amount of resources."
f6933b33-7f01-4e9d-b722-9ad578c387c8,Pathetic app. You can't even login after security check. Keep stucked on same page. Unable to access my account. 1 star.
6e68f6b1-537e-41a4-bf2b-e09dfa7ac8cd,"My account got logged out automatically. I am trying to login from past few days and it's saying that email is not connected and if I try to login with phone no. it asks for my name and tells that it's wrong. Later, again I tried logging in, it said that this phone is being used somewhere. And then, it started asking me for a verification Id, which after several attempts also it's not getting uploaded. Everytime it tells something is wrong. There is no way to contact LinkedIn support also! Worst"
615f0811-8d87-4d8e-ba1c-fabbe8cbbb05,"Twice now LinkedIn as somehow deleted my 2FA, it'll work for a couple days then just stops working. No other service does this within my 2FA service out of like 20 something. So it's not on their end. It's incredibly annoying, I wouldnt even use this app if not for my school requires it for an IT intern program. I. Hate. Microsoft."
1646383b-d67c-4971-9880-67c7df31a085,"Cover image is really important in social media. It's a pain when I'm looking at my linkedin cover image with mobile and desktop. Why you guys can't optimize this? In mobile some texts are not visible as the profile picture is huge. And yes designers do that and align everything to right so it won't be a problem. But then, in desktop it's not balanced. Really this is a huge problem that you guys should solve. Don't see any other problems. But one of the most important feature is missing."
73c6ef2a-99f1-4bd8-ad34-8cee3d80c393,"- Can't display feed in chronological order. - Can't use the mobile web version when app is installed. - Displays content in languages outside the languages I requested. - Displays waaaay too many ads. (Not relevant to me.) - Keeps showing content for hashtags I haven't selected to follow, even after I deselect to follow them! Just let me see the stuff by cool people I follow, not literally everything else under the sun!"
68c2e03b-c15e-42cd-a936-229a07206253,"Work experience and the industry you work in are required fields. This is embarassingly faulted, since people often get this app trying to find a first job. All I see is none at none on profiles because it can't take unexperienced for an answer. I tried to remove this useless ""none at none"" statement from my intro but I can't. To edit your intro in any way, you need to fill in the required fields, industry being one. In other words, I am not even able to tap edit, and then tap save."
7376bd36-4720-4668-9042-f726036d0910,My account has been compromised by Leah Carter and no one has written back to me! This is absolutely insane. You don't have any email contact or phone number. How can you allow this to happen???!!! I'm furious at this point. This account is contacting people. My whole account has disappeared. I have NEVER experienced something like this in my life!! Not only that you kept charging me premium account when I tried to disable it!
c79b5934-92da-4ce9-bd13-b4916e894459,"I didn't put/install this on to my phone. I don't need it & I don't want it. How can I get rid of this App? Not just the updates,The WHOLE App. There has to be a way of removing Apps that have been put on which aren't wanted?!? Its taking up valuable internal storage space. I'm having to delete things I actually want because I've got things like this on my phone(8/6/23) No reply.I would like to know how its OK to remote access&then install an APP without Knowledge or Permission? Please REMOVE IT"
6fc21f64-66c6-4b87-91d7-74760c4ecadb,"My entire account was deleted after someone hacked my profile. Over a decade of information, communication, and networking deleted because I ""violated user agreements by impersonating someone else."" No customer service number so I couldn't speak to a person directly. The customer service is email only and they offer very little information and are quite snarky, especially after 10 years of being a customer. Will not be using this service again."
32e8de70-c54a-4932-b37e-d9ba2bb0e04c,"I abhor apps that FORCE you to update the app before you can even get in it and do anything. It is childish to be so demanding and overbearing when we are adults and can handle choosing the optimal time to update. I also despise websites that you log in on the site, and then without your permission, they open the damn app and again force the update on you. I wanted to do two simple things in my account: verify the contents of my profile and then approve a friend request. This is too short!!!"
56982337-710a-4f26-b38d-d3e5d2864c2e,"Hate this stupid app and its open to work feature. Must have clicked enable on it at some point because the option pops up right on your profile and now I can only set preferences on browser but not disable it. So I've been forced to install this piece of trash, which tried to sent me through an endless cycle of 'puzzles' to verify I was human before I realised it had crashed. If this is how you're hoping to force people to install this waste of time, good luck because you're going to need it!"
6ad2bffb-cf1b-4d48-8bb2-7b2fe043c187,"I already set up my account, i even used it to follow responsible LinkedIn profile. I got job alert and clicked the link to login, only to get response to verify my Identity, i uploaded all requested. I then use the link in my email to check my status but, i got response that i had no case. Yet, i couldn't login even with my correct details. Am discouraged already. I will increase my rating when am able to login successfully and use the app effectively."
baad688e-2f8f-4903-8992-2b68eca3ef00,"It's really not easy to change or update any setting, it's irritating and more time consuming when you have difficulty in finding settings. Whose brain was that in building such setting structure , don't have any choice accept to use it,structure and settings are too bad"
08f0aaec-a19d-42d5-b0c5-f484dc42a90d,"I've been trying log back into my account for some time now and got a notification that my account has been restricted. I tried proving my identity several times but no updates after that. The support team is the worst in terms of any help or support. They initially said I should have a reply within 10 business days, and now all they say is thank you for your patience! I'm even unable to make an alternative account. No help or any reasoning as to why this is happening.Most horrible service ever!"
18391192-10c6-4a6f-bd87-2a6575820248,"I booked a reservation for seven nights, and it indicates all premiums are included. This is the only reason why I booked this hotel for seven nights. However, when I got to the sport bar, I was denied Bombay and tanqueray gin because there are only for club members. This is totally contrary to the agreement on my reservation. This is bait and switch. This is deceiving."
90106614-120f-4abf-8675-487438f3a332,"Acc got restricted for no reason and does not accept any kind of IDverification pics. Right when i needed the app i find it inaccessible and claims some sort of a problem has occured. No app has ever worked that inefficiently. I dont even know the reason for restriction and I am filled with anxiety these days just because of that.Not enough help in both English and Turkish sections, not a single email address i can write for help, neither a number. The app doesnt even warn, blocks for no reason."
c96a6c1c-2e5e-432d-b1d0-3cbc32aaf9cb,"Today is the 4th of september 2023 and for 1 whole week their customer support is yet to respond even after i have provided their required documents. I can't log in for no reason, it often ends at security check which never takes me to the next page nor provide any button to click on, I only get to see a white page written "".....security check"" And that's all. It's so shameful and the developers should do something about it rather than shutting people out."
b5119c31-b800-4039-aceb-9ad33d6bda04,"After my migrating from a MS-Outlook email to a new,Yahoo email address,Linkedin locked me out: after a long while,they officially readmitted me,but I'm forced to build a new profile,from scratch. Since I can't receive any email in my MS-Outlook in-box,I can't receive the linkedin verification codes or links at my old MS-Outlook email address. In the meantime,Linkedin wastes my time with ""are yoy human""? puzzles: I solve them, it says I made it. Then a pop-up says I did not pass it. An ordeal."
e185a42b-176d-4f18-926d-bd45144ec07d,"It was a great application. Last week they sent me below mail. To help maintain the security of your account, we temporarily locked it due to unusal activity. Your account is secure. I entered my email and address. Wanted to reset my password. They send my mail a code. I entered it. Then they asked me my passport information. A great application became a scam."
0eb1d590-ab93-45fc-be98-52f5f2c4baec,I used more than two years this app. But l wast a time because the app only design to display the desire somebody ideas and job apply links when you open links it never work. Still i do not get any services from and a few time i removed from my phone now i am trying agin in cas of this app suffering to me by sending different garbage in my email.
