Review ID,Review Content
94306004-4b1e-4384-9f24-3ddc43eefe9a,"would give 0 stars if I could. terrible app, it bugs you with useless notifications at all times even if you deactivate the ones you do not care about, a lot of the applications never go through, ""easy apply"" almost never works. it bugs you constantly about getting premium. customer support is non-existent, too. you MIGHT get a reply after many days, sometimes, but they will just say they closed the case and offer no help at all."
2b1cefe6-41e4-4d43-96d0-784a533ad4fc,"I am very much frustrated from LinkedIn because my ID has been restricted and I am not able to recover it. When I made a new ID LinkedIn restricted it too. Very poor customer support, takes too much time to respond 😕.."
58a4f51f-c16a-4501-9ebe-4b85323f1f89,"When people can't get the likes they want on Facebook, they use linkedin. The job listing aren't real and the fake motivational stuff the peddle is annoying."
9174faf7-2e75-4090-b3bd-226d5a6b58f5,"Can't log in for some reason. Over the last few years, I've tried to login, then I just delete the app. Every time it says wrong user name or wrong password. So today I changed my password. Wrote it down & also asked Google to remember it. Tried to login and it wouldn't let me. I even manually typed in my password. It still wouldn't let me. So once again I deleted this stupid app off my phone. I think I'm better off."
8616bb78-d424-40dc-951a-b4ac014d2e81,Horrible experience filling out tons of applications only to be told something is wrong and nothing saved. The app is very intermittent. I will have to go back to Glassdoor and Indeed because of how much time I have wasted. Can't even save application drafts half the time.
4a24984b-ea8f-4257-ad79-d2c0991c02cb,"When I click on a post to comment or read it fully, the post disappears and the feed seems to refresh. So now I cannot find the post unless I caught the poster's name , go to their feed and comb through their activities. It's not a pleasant experience interacting with LinkedIn via this app."
e603a726-1cfe-4c17-9836-094ca48bb2d0,"Wosrt experience, i can't even add email id in my profile and without that i can't contact linkedin customer service for ky other issues. . While clicking on add email id, it just says something went wrong. It is not at all enabling the option to type my email id. It is so irritating. I want to enhance my Id and after coming this far, i can't even think of making new Id. Please just fix it."
c34ef30b-ef7d-41ab-b50b-303144081bd8,"LinkedIn restricted my account without any explanation, and I've been trying to get in touch with their support for assistance, but they haven't responded. What's even more concerning is that they're asking for my ID for verification, which feels like a potential security risk. This lack of communication and transparency is extremely frustrating and disappointing."
bf3450eb-26a6-4f0e-8112-619f2c569688,I can't even join in this app...it's just saying ...let's do quick security checkup but nothing is done...it stops there...it's really sad and frustrating
90cabffc-0491-48b2-bfcf-d8ce703b07f4,All that time I spent building a profile to not be able to update my email address even with the password. Said had to be from my original email account that I deactivated due to safety and security issues. Since when has an email address become a form of identification? I can close my account with the password but I can't update the information? Lost my business for that. Done letting Google and Apple have more control over my identity then I do. You should too.
0b89c958-81a4-4ed7-a0cd-e11d4a30ba61,Why had happened to this app after the update? I am not able to access the account. What have you done to your application? This is now a big useless app if you can't even login. 😤
4e9b7bbe-672e-4524-82e0-61d1aa1bf0c1,Forget password isn't working..... I'm unable to set a new password for my account. Worst experience in changing the password.
0bb03eb8-7b61-4766-88cd-2169ea299eb4,I am not able to login to my account after entering correct answer also it is asking me to solve puzzle again and again. LinkedIn please solve this issue it's really very irritating.
b634fdaa-280f-47d1-b744-b014dce9e449,"The password code you sent must be automatically filled while one is trying to open the app in case of ""forget password"". While one looks for the code in email and then try to enter it, the previous page of your app disappears. And thus one is unable to open the app. Can you pay attention to it? The Problem still persist. I have tried it several times even after reinstalling the app. Deleting the app for ever."
00a1f7ea-c68f-48bb-88d0-ef2384e51e3e,Don't force your bell notifications sound on us. Add a way to remove them all. How dare it keeps ringing. I have all other apps silenced.
3b2fdc3c-9753-4b45-a46a-92d306019e25,I've been trying so many times to purchase my subscription. It didn't work. It kept saying that LinkedIn is experiencing some problem. What problem? If you can't provide the Premium option anymore than you should consider of removing the tool from your platform. Don't give someone hope while we can't even use it (Premium). I'm very disappointed in you! I've been using LinkedIn for years and I never felt so bad like this!
4c1476fc-be87-4db7-a067-e45b5f3518c8,Just created an ID yesterday and this app has restricted my access to it today. Even after uploading govt issued identity it is not letting me log into my own account.
95cd33a4-2b4d-4cf7-90d3-aa427a5153bc,"Recapture problem they didn't match and this app is should be updated. Because by using experience LinkedIn isn't smooth to use. Struggling, suffering.... 👎👎👎👎"
148386da-58a5-4aaa-97d4-6bec58624519,"Very disappointed. I tried one month free trial, later I realized that it wasn't useful for me. I tried to cancel my subscription then. I didn't have funds on the card attached for few weeks after that. Once I got my salary on that card, subscription fee was directly charged from my card. I can't contact LinkedIn for a refund, as there is literally no customer support! I canceled my subscription the same day again!"
ae89f94c-c24e-49d8-a0ce-c8710d6232c1,Cannot copy text or save images/video from posts. Requires lots of permissions. Use web browser instead.
3309e7f7-55bd-42b1-a879-cc02254ab9d8,"How can I get that restrictions out of my account?! No help, no customer service number, nothing at all and I'm stuck with doing nothing."
d652940f-aadc-4db5-b3d4-fa4588a4b227,"Recently there has been too many error which has been described below by other fellow users: no internet, unknown error, unable to load and the works.... Tried the usual uninstall and reinstall, no difference. Perhaps you should consider rolling back to a previous version until all these are fixed. It has become counter productive to use the app. The problem is getting worse and now I cannot login on mobile. If you read the long list of comments, we have the same problem."
05b6d850-7f81-4bc7-b33e-2882918436c5,"App worked well until last month or so and now fails to load anything and often notifications aren't received. If i do get them, then clicking it fails to load anything. Haven't seen an update for a while so wondering if LinkedIn devs even know of a problem and what sort of tests are in place to avoid releases with major issues! Please sort out, especially as i pay for a premium account and not getting any sort of service."
afbdcd91-cb19-429b-85bb-598728d51f59,"I am disappointed with the newest version of LinkedIn. When I tried to surf like usual on LinkedIn, it didn't show anything then I tried to uninstall the app and reinstall it, yet it didn't want to log in, the sign in button didn't work and stuck there. What's wrong with the newest version? Seriously, it's not an upgrade more like a downgrade."
f83790df-a544-4756-8e49-31371dab6448,The mobile testing of the app has not been done properly..there is bug in the application as it doesn't allow user to upload any file extension except jpeg or png file. The media field allows two options either camera or from gallery . This doesn't allow user to upload resume as pdf or docx. But when we switch to desktop version it allows every extension to upload. Kindly fix the bug.
7f0a7136-cef5-42c3-bd9b-02408c6fd614,Customer support needs to be quick. I have been emailing the support because of a problem with my account but no one seems to respond.
8b4dd9e8-0868-42b2-947d-1452b51fc73a,This is the worst app that I have ever seen. It keeps repeating about the verification process. Always responding that something went wrong.
43fe4cbf-4759-40b5-9796-0c38036f58a6,"Probably the worst update I ever seen. Today when I was writing a post, I received a notice just in the middle of my screen. ( that basically blocked everyting until I was forced to update my linkedin ) The results of your update are on the level of a Commodore 64 without Simon's Basic extension !! So I installed your ""update"" Linkedin icone is gone and I need to go via Google to find you. Before your ""update"", normally when you want to modify a post you have the possibilities to EDIT COMMENTS or DELETE COMMENT Now only the DELETE COMMENT is available. Pityfull !"
d234d860-63e1-48d6-98b5-5c2491f0f03a,"Linkedin had decided that i was violating their policy (which i wasn't), asked me to verify my account by submitting an ID, which i did. I had access to my account after for few days but then got blocked again. No one notified me that it was restricted. I had to find that out on my own. Emailed support but they were, and still are unresponsive. They would give no explanation or reason as to why they restricted my access. Generally very bad experience, not a trustworthy app."
f62d20f0-78d7-42cf-b330-6b6dd3754ffe,"For a very long time now I have not been able to post on LinkedIn, after writing my content and click post it will just continue loading there without posting"
00d6f750-a62a-4c1a-85ea-8eb09008eac3,Easy apply option is not working well it shows something error or asks to add email address even though I added two emails😔😠
b0f73ac5-3456-4f62-977c-ae398a4fc069,"This has got to be the worse all I've used in my life. I put in all my details, press next to go to the next page just for it to say, something went wrong. Then it gives you the option to dismiss. All the information is correct. Waste of my time, app deleted! LinkedIn replied to this email, I tried to reply via the link they send to show them what is not working. The email like does not load."
388089f6-7873-4d88-9909-bde464ce760c,"Everytime I tried to change info on the account settings and privacy settings...it leads me to ""SIGN IN""...and when I logged in...verification code was sent from a LOCAL NUMBER...Yet even if I comply..it won't lead me to the settings where I'm supposed to change. I've done an upgrade thinking that It might be due to its version...but same scenario occured. I've deleted cached data...run my anti virus..but with no avail.. Could you please fix this issue? Please..I'm running out of patience.TY!"
d928f47c-5675-4289-ac83-1a130f31a308,"app consistantly sends me push advertisement notifications early in the morning, anywhere from 4 to 6 in the goddamn morning. I got a ""sponsored message"" at 6:20 and my phone buzzed five times. Made me completely turn off notifications, which is a shame because I enjoy some of the recommendations. not nearly as much as sleep though. I get you want people to use it, but your ads don't have to act like an alarm. no one wants that."
3dc3b7a7-6822-468b-b166-818fafc94b90,Why do you insist on shoving suggested posts in my feed. There's a clear reason why I only want to see posts from people I explicitly follow or have connected with. I don't want to see other people's posts if I do not follow them. How hard is it for the product manager at LinkedIn to comprehend this.
0a06a041-7c33-4156-9ad7-df7a7be0ffed,After every process error massage is coming out. Either you are updating profile to trying to contact them.every time error massage are generated.also unable to get excess to my account when trying to open after a long time. Verification system is so much poor.i send the documents multiple times but all are rejected. And also too many bugs to fix with
786d8be9-0c31-4cce-be22-4cfa927527ec,Very terrible i have uploaded id card yet i can't login been trying for like a month. An Email verification with phone number should be ok i dont even know why my account was blocked
3295fadf-0a0d-4d26-9e2f-299b9a5e087d,Shows part of puzzle when security check comes up on phone!
7bfc346a-07ab-41ef-b6eb-f868ef9cbf2b,Unable to upload a file in chat at once. Have to reopen app and send again. Unable to delete a sent file in chat
b4dfbba1-b6b7-4cbc-8ef8-d597931d5fed,Fraudulent and unprofessional. I was given option of FREE TRIAL FOR 1 MONTH OF PREMIUM LINKEDIN. But I was charged heavy amount without any warning and without my permission. Don't install this fraud app
22547dea-30a3-419b-a76a-5f8d17d3e5c2,"Two things: * It auto-follows people. * It ignores notification setting changes. I keep getting alerts about posts from people I don't know, and have to manually un-follow. I'm uninstalling the app if I have to re-disable those settings again. I urge anyone else to consider this sort of behavior as subtly malicious from any app that does it, no matter who the maker is."
32506788-8015-4e4f-844d-e256bb0c0875,"The latest update for the app as well as web app is completely buggy. The login feature has completely crashed since last 2weeks & none bothered to fix it. OTP for 2-step authentication is not coming at all, even the Call for OTP ain't working. Today, experienced sign in issue. Initially I thought that I was giving wrong password but then checked it & noticed there's no error message, so password entered was correct but sign in has also crashed. How can anyone use the app without sign in?"
f801acf4-ea1d-4814-af0c-75d78befa494,"no support from linked in. They closed my account, and even after I provided all the documents they asked to prove I am real owner of the account they still are not replying."
019d4aa6-5a7e-4d59-919e-eb6504880772,"It's very buggy. It doesn't allow to apply to some jobs (including Easy Apply ones). Sometimes, it shows ""Something went wrong"" on the click of the Submit button. And now it's telling me to Add and Confirm an email address while I could see I have 2 email addresses already added and verified. Customer support keeps saying it has been resolved, but it hasn't."
810f418e-e0c9-423c-9f86-c1af9b7ba469,"I recently had a case with linkedin Sales navigator. All my data and saved leads were wiped out, accounts, leads, saved tags everything gone. So i went on the chat box and had it back. Now, the agent said i should write new messages to be able to send it out. There are more 1500 messages and she wants me to send it one by one. Fix your system LinkedIn!!! You're monthly subscription aren't cheap to give trashy service."
49837998-0464-44f0-84bf-147819037664,There is a captha error coming continuously i am unable to login please fix the issue
401be346-40be-499b-85d4-9949bd6cb89c,Terrible. I never got signed in after downloading the app. Kept getting stuck on the captcha. Over and over and over and over. I didn't try and uninstall reinstall because honestly that's a waste of my dang time. I would just open a browser and go through that away. Tha ks for the spaghetti coded junk app.
c85b50fe-d4ac-49c6-b289-1927d8b901b0,"Updated twice, turned off automatically after these 2 updates recieved in Oct-2023"
1c574af1-e830-47cb-b3a9-d07b84404d96,"Was ready to install this App to an Android but read the reviews and decided against it. Apps need to be smooth, quick and practical, not unwieldy and annoying. User feedback includes loss of / inability to save data updates, spammy messages masquerading as job matches and HelpDesk replies of ""Sorry. Please send an email"". Obviously a case of watercooler brainstorming where showcasing a 'new thing' that somebody 'learned' took precedence over end-user friendliness and functionality. Pass."
b9a51c3a-049c-426f-9289-c127b708eca3,"Since a couple of weeks, the app suddenly stops working and won't connect, showing an empty feed and a retry button that does nothing. The support team has been rather useless, radio silence after asking the million dollar question ""have you updated the app to its latest version?"". Nobody asking for logs therefore not sure how they can troubleshoot the problem. Tried reinstalling, it works for a few days until it stops again. Underwhelming."
bb8bb0be-855e-4985-99db-5b5b96a01aa1,"On a scale of 300 Million to 450 Billion, how many emails per day do you want? There is no ""unsubscribe from all emails"" option. Instead, you get to manually navigate through 58 separate pages and click the switch on every one of them. Brought to you by the people who developed the software that you hate the most."
122b4e97-0970-427b-8577-4c3870833dd2,"I am trying to retrieve my lost password by using my phone. You get sent a pin but then you have to leave the app page to get it from your email then go back and when you go back to Linked in, the page to put the pin in disappears and you're just asked to put in your sign in details and start again! It would require a separate device so that you don't have to leave the page. It's so frustrating that I've given up. Don't have time for that!"
238540f7-6178-4d63-87e5-d08c831e2826,Unsend message: how many years will it take you to implement this feature? You big companies make your employee overwork and don't even have a simple feature. Frustrated customers have to come up with the idea and inform you. smh
716e9239-2629-4fd0-8e91-481667a104a9,After the latest update around 2 days ago my account was logged out automatically and when i am trying to login its saying that my account is restricted i've been using LinkedIn for a long time and this is the first time something like this happened after an update. I a trying to gain access of my account as per the instruction but there has been no success. It would be great someone resolve my issue cause it took great effort to build a valuable profile.
7452b17e-8677-4391-8a9c-1069781fbeed,"One of the worst Application, I came accross in terms of Job search. I was trying to search about ""Robotics Trainer / Robotics Engineer"" as job title. Job location: Remote. When i set this as my preference, LinkedIn has showed me more than 1k results where it never matched my search at all. I felt very ridiculous as you allow me to choose and not give the proper response for the same. It also sets the location automatically though we change in later part."
afe6e3c3-2460-4eba-815d-bbd2273bb208,I wanted to log in the application it just keep asking to get verified as human even after I successfully did that couple of times already. It keep making me to put the password and try to log in but not letting me to be logged in. It's not something like I've forgotten my password or something it's clearly a bug of the software. Super to say but it really made my super disappointed.☹️
040cc566-cfc8-4bb0-a126-c41fe135bff1,This app is getting old. I can never make a post when I'm on my phone. I always have to find a computer to even respond to or make a comment. Can someone fix this?
68e7a4bc-b909-43cf-9408-d4feeff6d444,"Absolutely the WORST app to search for jobs if you're a fresher just out of college or are in the final year of graduation, even after setting the job alert for jobs that hire fresher ls, the job filters are so bad that it CONSTANTLY recommends jobs that are hiring for senior role 😒"
c19ca429-747e-40cb-acc5-44193df7c96f,"One star for forcing me to use the app by your annoying never-disappearing message ""linkedin works better if you switch to your app"" in the mobile web version. I would understand if it appears once per user or per device but having to state that every single time is just annoying, not to mention it's super slow to dismiss that message."
831d6aad-3964-4241-b800-f9026dc2fa30,"Had real difficulty trying to uninstall Linked In. Samsung had set it up as a permanent member of the telephone team so all i could do was take off updates. Thank you to the app developers, who solved this for me. The next phone I buy is going to be one that lets you choose your own software! 😀 Aaaargh... It's baaack!! I swear it was uninstalled. Now, a couple of hours later, there it is again!"
9f915df7-e9af-4df5-ba08-fafa32378d89,"I am unable to access my account which has been restricted without any prior notice! Trying to contact the helpline proved futile too. I had a job interview lined up as well as a few offers I had to get back on. Combined with the offer certificate I was to get, I am stuck in a limbo trying to access an account which was restricted without reason and shows no way of recovery."
40b1137f-1f6c-4098-b5d4-ac159690d2bb,Ridiculous amount of non relevant posts and adverts at the moment 🙄
783881fe-6423-4c8a-bfeb-c843eebc65cd,"Useless, wasting my time, i am not able to access my account, linked asking me identity ID for security check after submitting Identity Id my account still not accessable from last 4 days."
d5d8a8da-a5d4-48d5-8266-a92dac59076b,Unwanted security checking which not allows to login to the app
b32ec3ee-c52a-4360-b651-c563264a8066,2 factor security for social media? No thanks. Linkedin is useful but it doesn't need crazy stupid security. I can do without til they figure that out
c8b60080-ac33-4b5b-8054-34c6f443bfa4,"Usually quite happy with the app. But since approx. a year, changes in published posts, e.g. tagging members/companies, aren't saved. Updating & reinstalling the app hasn't helped. Advise by support is equally useless. As a heavy user, managing 8 pages, this is really frustrating and has kept me from upgrading. Surprisingly, I have not experienced the same issue when accessing LI via browser or the iOS app. Not purchasing a new device just because you refuse to resolve a bug you have caused."
612185d7-2bd2-4897-b577-acadbc18b326,"Security Check Sucks!! Despite doing it properly multiple times, I still can't open my account through the app."
d57e720a-2ed5-4e5d-9456-e0de656c58ef,Its a complete worst app.if you want to block on doing connects then why you allow to do connect. I got my three accounts blocked and fourth account is in security check and want identity proof i uploaded everything still they didn't work on my request. Its a complete rubbish.
04292f28-07ba-416e-8467-8570d0bb1bf4,"The 'Industry' field keeps saying ""industry is a required field"" even after filling it and thus I'm unable to save the edited information."
d001b922-8b85-493b-940c-9e8e60f5ca74,"App keeps breaking. It's the 6th time I have to unninstall and re-install the app as a few days later it breaks , does not show anything in any page and after I clear cache and data, it won't even log back in! I've been using the app for years and had never had any issues, but it's unbearable right now, so I'm writing this review and will contact the dev team."
547daf94-f5c1-431d-808b-e6b6ef232e01,"UX is so annoying while using the filters for searches. Can't it select all the options at one single search instead of making me type for each option I need to select. (For example, if I need to select multiple locations in the filter, I'll have to do it one by one waiting for the app to take one input at a time and then typing the same thing again for it to take the second input and so on)"
28d6ebe0-579a-44f7-9950-49e4c167d6c2,"before you ask what phone, version and Android version let me give it to you.HTC U 11, Android 8.0.0, and the latest linked in version. can't load feed, every page on the app is blank. seems this problem started ever since the linked in jobs app was discontinued and linked in was updated. when you ask your users for their phone model and version it means you want your users to do testing for you. very disappointed. I'm currently working on linked in using internet explorer. I don't get messages."
48cedfff-0f51-4f02-9596-e7271b1fb74b,"Behaves like a virus/malware. Never intentionally installed it, it seems to have put itself on my auto update list. If you click to uninstall, it says you have to update. If you update, it let's you click uninstall, but then loops to update again. This should not be tolerated on, or by, Google. Cancelled my LinkedIn account years ago when I found out how insecure it is. Despise intrusive software like this. Anyone know how to get rid?"
c0dd8a25-15d2-402f-821a-1c45a66f1beb,This LinkedIn is not good at all if you create a LinkedIn account just now they will disabled it this is wrong I did not like this app this is so crazy I will let everyone know that this is not a good app
354a0488-c2eb-432f-ba82-627431f96956,Worst.! I raised multiple requests after my account was hacked unable to get any help from LinkedIn team on this.!
10a2f0bb-be3f-4d3c-963b-d57f119424dc,Not able to login even after giving correct credentials. It was returning to same sign in page even after signing in.
0f0ffc94-0013-4cb8-b7a2-b325bdca9323,Cannot upload resume in chats.
9e4abcc4-814c-4483-81bc-44af73adf068,The app as of late has not allowed me to upload my first post. I receive an error message after it loads for a few moments.
237c3623-272e-42b5-a3d3-2b3292301dc7,"Horrible - Billing Style You guys are too BIG for this!! When I activated a TRIAL, you mentioned I will be billed from one month after expiration. My simple question is, WHY ARE YOU BILLING me before TIME.... Please I need an explanation and a REFUND asap. Moreso, the DEACTIVATION button is hidden and complex and is not easily accessible like the ACTIVATION button. I don't even know how to deactivate because your steps you outlined is incorrect."
b5ceb4cd-0d0f-4cc3-be65-a0c898bbbacf,I can't connect because of captcha it doesn't work
3bd31625-6cf1-4c6b-b404-64e1a1ec59d2,"It was great, until it become like Facebook We prefer using it because of its minimalistic and simple but professional approach to its users. Now, it's becoming trash. My day? Who cares, about what they eat at breakfast? What they wear at work? #OOTD? WHAT THE??!!!! App latest update crashes when you click job. Do something about it. Lots of bugs!"
a6ff54d3-a143-48eb-ae2a-f43bb0e15255,"The app is very buggy with tons of small bugs that worsen the user experience. And the biggest one that I have started facing recently is that even with internet access, app says ""No internet, try again"" and doesn't load a thing. I have to reinstall the app from play store and login again. Then again after 1-2 days, same thing repeats. Other small bugs include my profile picture showing blank, others' profile picture doesn't load every time etc. Even the website is full of bugs. I'm fed up now."
86b2d16a-95b7-41d1-b91d-66582464a7eb,Awful. Constant notifications and emails even after blocking and unsubscribing and uninstalling the app. No matter what I do I can't get this thing to leave me alone. I've been reporting it as spam and unsubscribing every time I get an email or notification. I will never use this app
93ce958b-614f-4efd-a633-59a6854bef22,"What a painful experience your app always gives me! Whenever you write after spending a time, effort and when it's the turn to post, it crashes away and boom, your 500 words are wasted now. It also crashes whenever we click add photo button or post button. When it can't operate on a 4 gb, 64 gb phone then should should we buy a rocket to run linkedin app? It's 2021 and linkedin is draining our efforts."
f2a0b247-c58a-4c9d-86c3-c1b634fca6ef,"Impossible to turn off push notifications. Have tried multiple times and keep getting a push that I may have missed updates. What kind of push is that anyway? If any, a push notification should be direct. And preferably something that you want to shift your attention to right away. Just a notification to check the app every day is arrogant by design. Clearly linkedin values their investors more than their users time."
7212dbb1-aba5-48d2-8a7f-e6e7dc6507d4,"I can't login, always stack on verification page."
d1f3b397-b8cd-4007-a80d-c9b481155181,"Cannot load messages or notifications. The app initially worked but after a couple of days I get ""unable to load messages. Please try again."" errors. Viewing notifications doesn't work either. Only solution appears to be to delete app and reinstall. Tiresome. I'll use browser version."
78c71499-241e-41d6-8e36-37725a8f30a0,Can't reset my password. App is asking to confirm it is me again and again.
4d19b9ce-5dbb-4366-bb5c-d494c1492aae,"Second problem to me is can't sign in. First Reset Password, I try your trick to uninstall and reinstall app, it works. But when I sign out and sign in back, the app just flash white out. I try uninstall and reinstall, but the same thing happen. Not just on mobile app but mobile website too. Please fix it because same thing happen ""Something unexpected happened. Please try again."". I try on website desktop too. I have sent to email too. Please fix it quickly. Thank you."
a894012d-92f7-4280-9377-db03bb38faaa,"Horrible experience, when visiting other profile and info the app become super laggy and very slow to swipe, im using oneplus 8 pro with 120hz screen refresh rate the app should work fine and smooth as what i expect it to be, but this app turns out to be super laggy and doesnt even reach 30fps when viewing profile of others or any post or info you want to view, swiping is very annoying as its super slow. I hope you guys pay attention about this and fix it as soon as possible."
349870c2-518e-4f5d-b50e-7c4451f24a43,"Worst app. I have been using this app for years and as we humans are becoming more advanced with the advancement of time. LinkedIn is going back to dark ages it seems. I have stopped using this app since last year. It doesn't work iny phone (OnePlus 6 - android 10, oxygen os 10.3) . It works if I uninstall and reinstall, but just for that first time after installation. After that if I open the app it says connection/network issue, or unable to load anything."
f15d724e-2805-4644-852e-d3c5119bea77,"After updating app.. I am facing three issues 1) App automatically closes and not responding. 2) Notification feed is not working properly. Every time it shows load more. 3) Home page feed is also not working properly showing load more after every 3-4 posts. And if you think it's a internet issue, let me clear it's not. There are multiple bugs in the app now. Losing my interest lately."
11a165e7-4f65-47f1-b620-c899ffa786fb,Recently i got many problems in this app my account can't log in.... I got frustrated with this app that's a worse app i think again and again they ask you to verify I'm so disappointed
584f68be-e723-4346-bade-feb542ef06c9,"It's digital herpes. Can't delete from my phone. I can disable it, but it pops back up, like digital herpes, every now again and I don't realise it's running, stealing my private information. I hate this app. """""""" Developers keep writing back to me that I can disable the app by.... I know how to disable it, I want to DELETE IT. I can't. Disabled, it keeps re-enabling itself with system updates. Digital herpes. * Ive had my phone for a year - I have disabled the app - it's come back 11!!! times."
26762dde-e459-4ce0-b819-9b0022482787,Very bad experience while using this app. When I want to apply the jobs it's showing the error. I just hate this app. Don't trust it fake app
a3cf6c90-bbf3-4d37-bf4d-d6f54b5b8100,Great app overall Love it. It helped me find a new job in Cork. But there is a constant notification for messages as if I received a new message when I have not. Please rectify this. Highly frustrating Hi JD I tried what you recommended and still no luck any other suggestions? Notifications keep popping up for LinkedIn when there is nothing new to be updated about
05495795-cb19-4cf4-9e50-43b81b058a5f,I shouldn't have to turn off 12 different notifications to stop getting junk from LinkedIn. Ridiculous. And no simple way to send feedback... Amazing
12499a3c-95b2-4b71-84b9-cc5eb5808293,A great app for passing the time. Zero customer support. It's worth less to be on LinkedIn I closed the account permanently
11e19fa7-78fc-4486-b11b-ffdf5cc10033,"Linkedin is bribable system and politically very dependent. Here can ban due to True words, and spread lot of fake information. This system is supporting by terorist countries."
b2645042-e7d2-425b-bb19-41b3f4466f3c,Recently facing a major bug where I can't send documents just after sending a message to someone. Can the team look into this?
ea2f93d4-b17b-4df8-a403-d38e9467f439,"Search results for jobs are not accurate. I am looking for something and it shows me something. when we opens a job notification, it has to show all recent or new jobs from top. Always needs to look from the list which was mixed up with old ones and have to keep an eye to see where is the new one came."
6c8dfdec-3e4b-4eef-9e16-edd55d43be99,Very bad.. no comments are send at any one and no tag with any one
36d21991-21a6-41ca-8cbf-99bcdea12ada,"The user interface is so 2015,it demands a modern fresh look and most importantly the look absolutely sucks in bigger screen,even the website uses this design which looks horrible and tiny,rest is fine,just work on your ui/ux"
c5a65936-cdac-4a2c-bd15-73e330ecf913,The app is lagging and too many glitches after the last update. For some reason I see the old feed 1st and then new feed.
beac7602-4dce-49a9-8e4f-60216730e346,"Nothing to say simply worst after they launching premium option, what we can do with basic linkedin profile just see the post and comments need to be give full access to every profile"
c5ea7d11-519a-49c6-9f8d-6fb41dc26b99,"I really fit irritated. I have been trying to post something. And it's not posting only. I have tried multiple times, but still it's not working."
05331f68-13be-4230-8d37-2d1bc7795dc9,"DEVELOPERS DO YOU JOB!!! GEEZ I am forced to use the APP 👹 instead of the website to change posts and profile features App which denies my login with the correct credentials, the Google and Facebook options that I simply click on and the password is saved, fails to work. The website DOES NOT take more server space to make changes to posts and profile. What purpose does the app provide besides useless construction of the app and putting breadcrumbs to track my phone??? 😡🤬😡🤬"
ad33e48e-cce8-456c-96e9-757f6e763324,"Premium is TOO EXPENSIVE I only wanted to view who is seeing my profile and send messages. I can send messages to companies to get intouch with people quicker. I can view YouTube videos for better interview tips and courses. I tried adding photo to my profile and it says Saving... forever. It is a very small .png file, I also tried jpg, jpeg. I tried clearing browser cache and history. I still can't add a simple photo. Definitely not worth buying Premium. How do they justify £60 per month??? 🤔"
7b976212-3d15-4ca3-b927-0322ed043d73,"Though I love LinkedIn, I have found that they like to make subtle unnecessarily frequent UI changes that create confusion & glitches. Job recommendations should be filterable by date posted, location, or any other filters that are available for regular searches. The job posted dates are often deceptive and not actual date of posting but repost date. Many times a job will be posted as if it was minutes old but has 200+ candidates, or says that you applied two weeks ago yet it's 2hrs old."
96d2fd65-9101-4446-9665-f8233394a35e,"Changes to fullscreen mode without my permission when I enter a post. Causing me to like the post unintendedly. Refreshes the page very easily and sometimes it decides to refresh by itself, making me forever lose the post I've been reading (Since the search engine sucks and I can't find the post again with the words from the post itself). Pictures auto slide automatically, and there is no way to stop it. This is especially bad when you are reading a long text from a picture. Very bad UX."
3a9f6e7a-5eec-465f-8ce7-389b1372eed4,"This app is a mess, and it gets only worse with time. As all other Microsoft products we use them cause we are forced to use them."
