reviewId,content,events
e3148654-d79a-499f-8256-3c847b3ff48b,"The auto refresh on the news feed is making it nearly unusable, click on a link or story, read for 2min then click back and it reloads the whole news feed with the article you just read never to be found again and unable to comment on or read the next article in the news feed you saw before you clicked the first article, this is marketing tactics by Facebook to try and have as much different content jammed in your face as they can to increase marketing revenue income.","['click on a link or story read for 2min then click back', 'read for 2min then click back', 'then click back', 'it reloads the whole news feed with the article you just read never to be found again and unable to comment on or read the next article in the news feed you saw before you clicked the first article', 'read the next article in the news feed you saw before you clicked the first article', 'before you clicked the first article', 'have as much different content jammed in your face as they can', 'to increase marketing revenue income']"
5a93e144-9dc1-4dc5-ab28-f3db53d92f44,Can't block all reels and ones u can don't work as it's a person not the page just comes back can only mute for 30 days and not block on pages not even apart of the page and reels are incomplete no part 2 to be seen etc when watching and on video tab to get full story's they constantly stop or not play after watching the add without scrolling away and back which is annoying as hell this app while extremely useful in keeping connected to people seems to get worse in all other aspects in time,"[""Ca n't block all reels and ones u can do n't work as it 's a person not the page just comes back can only mute for 30 days and not block on pages not even apart of the page and reels are incomplete no part 2 to be seen etc when watching and on video tab to get full story 's they constantly stop or not play after watching the add without scrolling away and back which is annoying as hell this app while extremely useful in keeping connected to people seems to get worse in all other aspects in time"", 'can only mute for 30 days and not block on pages not even apart of the page and reels', 'not block on pages not even apart of the page and reels', ""when watching and on video tab to get full story 's"", ""to get full story 's"", 'not play after watching the add without scrolling away and back', ""no part 2 to be seen etc when watching and on video tab to get full story 's they constantly stop or not play after watching the add without scrolling away and back which is annoying as hell this app while extremely useful in keeping connected to people seems to get worse in all other aspects in time""]"
961bd581-ad08-4d8e-ab63-5f9f74d4032d,"It causes some unexpected log outs and u cant even log in ur acc, also nothing really changes in my opinion still causes some bugs and sudden exit in the app, other one is when u post a myday even your are done is sudenly it just go agin in the posting part like choosing the pic u want to post.",['when u post a myday']
fda410a9-01e8-4c98-9130-cc25595ccd99,"If I click a link on Facebook that leads to an external website or some group, and then go back, Facebook completely reloads, returning to the main page and loading new content, instead of as it used to be - going back to the post or comments I was reading, so now i cannot continue reading the thing I am interested in.","['If I click a link on Facebook that leads to an external website or some group and then go back', 'then go back', 'If I click a link on Facebook that leads to an external website or some group and then go back Facebook completely reloads returning to the main page and loading new content instead of as it used to be going back to the post or comments I was reading so now i can not continue reading the thing I am interested in', 'returning to the main page and loading new content instead of as it used to be going back to the post or comments I was reading', 'loading new content', 'as it used to be going back to the post or comments I was reading', 'so now i can not continue reading the thing I am interested in']"
df5c782b-ff2f-4098-bc7d-89dc0894434e,"App has been fine until yesterday's update tried to get in today and it keeps telling me session has expired, reinstalled and still locked in that screen and cannot log back in through any of the options.","[""until yesterday 's update tried to get in today"", 'it keeps telling me session has expired reinstalled and still locked in that screen and can not log back in through any of the options', 'reinstalled and still locked in that screen and can not log back in through any of the options', 'still locked in that screen', 'can not log back in through any of the options']"
09f28b6c-8b94-4c35-a853-034b1bb829f3,"I have a Huawei tablet T5 and 2 days now every time i access fb after about 10 seconds i keep getting the message ""u need to update fb to continue"", i follow the link tha gets me in playstore under fb application where i get 2 options, ""open"" and ""uninstall"", if i hit open gets back to fb and afterca couple o secs i get the same message again, i also did uninstall 3 times so far and nothing changes, any idea why i get this message???","['I have a Huawei tablet T5 and 2 days now every time i access fb after about 10 seconds i keep getting the message u need to update fb to continue i follow the link tha gets me in playstore under fb application where i get 2 options open and uninstall if i hit open gets back to fb and afterca', 'if i hit open', 'afterca']"
d5edbdfb-676b-4e64-a207-69614e50f908,"Absolute joke just totally wiped out my existence so tried to get back in, they sent codes by WhatsApp numerous times I NEVER RECEIVED ANY, we will contact your phone and you get in that way OH NO YOU DIDNT so as I can't use fb or msgr I came to app and tried to uninstall but it decided to update so when it's finished we will see if it's worked if not bye bye fb etc","['so tried to get back in', 'Absolute joke just totally wiped out my existence so tried to get back in they sent codes by WhatsApp numerous times I NEVER RECEIVED ANY we will contact your phone and you get in that way', 'you get in that way', 'NO YOU DIDNT', ""so as I ca n't use fb or msgr"", 'msgr', ""so as I ca n't use fb or msgr I came to app and tried to uninstall but it decided to update so when it 's finished we will see if it 's worked if not"", 'tried to uninstall', ""it decided to update so when it 's finished we will see if it 's worked"", ""when it 's finished""]"
5fa73464-83f8-44cb-a2e2-7017fb04594f,It won't log me in even though I enter the saved password it keeps saying sesson expired please log in and when I do it says unable to log in try again later and when I do it repeats the session expired etc over and over again and when you do get a code and enter it the next thing is a blank white page,"['even though I enter the saved password', 'it keeps saying sesson expired please log in', 'when I do', 'when I do it says unable to log in try again later and when I do it repeats the session expired etc over and over again and', 'when I do', 'when I do it repeats the session expired etc over and over again and', 'when you do get a code and enter it', 'enter it']"
3de0ed26-d7ad-4a81-9391-c606e6dbc7e1,Literally feel like this app is just something I am forced to keep around so my family can randomly I can't log into the app it just repeatedly keeps telling me to try again even when I set a new password the app restarts and tells me it's messed up I hate that everything leads back to Facebook now,"[""Literally feel like this app is just something I am forced to keep around so my family can randomly I ca n't log into the app it just repeatedly keeps telling me to try again even when I set a new password the app restarts and tells me it 's messed up I hate that everything leads back to Facebook now"", ""so my family can randomly I ca n't log into the app"", ""even when I set a new password the app restarts and tells me it 's messed up"", ""tells me it 's messed up""]"
fb7bbcb6-62fb-4901-b6c3-8faf6f6dc63b,My facebook has been logged out of everysingle time i have closed the app and sometimes while im useing it and it gives me trouble logging back in everytime i have been having this issue since January and its too much personal information for yall to just be messing up and apparently im not the only one,"['My facebook has been logged out of everysingle time i have closed the app and sometimes while i m useing it and it gives me trouble logging back in everytime i have been having this issue since January and its too much personal information for y all to just be messing up and apparently i m not the only one', 'sometimes while i m useing it', 'it gives me trouble logging back in everytime i have been having this issue since January and its too much personal information for y all to just be messing up and apparently i m not the only one', 'for y all to just be messing up and apparently i m not the only one', 'apparently i m not the only one']"
00a32f1c-032b-4c79-88d2-e85e9b59ed05,"My ID Just disconnected automatically by showing me error of ""session expired login again"" and when i am trying to login cannot beinng and again facing the same error of session expire or showing an other erro also that "" Unable to login an unexpected error occured please tey logging in agai"" Kindly check the issue and revert the resolution thanks","['My ID Just disconnected automatically by showing me error of session expired login again and when i am trying to login can not beinng and again facing the same error of session expire or showing an other erro also that Unable to login an unexpected error occured please tey logging in agai Kindly check the issue and revert the resolution thanks', 'when i am trying to login can not beinng and again facing the same error of session expire or showing an other erro also that Unable to login an unexpected error occured please tey logging in agai Kindly check the issue and revert the resolution', 'again facing the same error of session', 'expire or showing an other erro also that Unable to login an unexpected error occured please tey logging in agai Kindly check the issue and revert the resolution', 'showing an other erro also that Unable to login an unexpected error occured please tey logging in agai Kindly check the issue and revert the resolution', 'Kindly check the issue and revert the resolution', 'revert the resolution']"
a3711e21-8d7f-4f53-997d-4a1762f744a8,Since last updated I am unable to stay signed in it just keeps kicking me off saying session is expired and when I try to sign back in and keeps giving me an error happened and to try to sign in again without allowing me too,"['Since last updated', 'saying session is expired', 'when I try to sign back in and keeps giving me an error happened and to try to sign in again without allowing me too', 'keeps giving me an error happened and to try to sign in again without allowing me too', 'to try to sign in again without allowing me too']"
c4277f43-3947-415b-b218-f7e7e175fe4d,"I've been using facebook for so long but why the hell i cant log in to mt account, same goes for the messenger app it always say's ""Login Session Expired"", this only happens today while im talking to some one pls fix this ASAP i already restarted my phone and i still can't get to log in to my account","[""I 've been using facebook for so long"", ""but why the hell i ca nt log in to mt account same goes for the messenger app it always say 's Login Session Expired this only happens today while i m talking to some one pls fix this ASAP i already restarted my phone and i still ca n't get to log in to my account"", ""this only happens today while i m talking to some one pls fix this ASAP i already restarted my phone and i still ca n't get to log in to my account"", 'while i m talking to some one pls', 'fix this', ""i still ca n't get to log in to my account""]"
f6e3f78c-8fb3-4fd6-8ad4-9febe9bf5c99,Very bad connection when you go in it can you press on the app and it keeps flickering back and forth and then when I try to go to try to change my photos you only can change one photo,"['when you go in it', 'Very bad connection when you go in it can you press on the app and it keeps flickering back and forth and then when I try to go to try to change my photos you only can change one photo', 'it keeps flickering back and forth', 'when I try to go to try to change my photos', 'to try to change my photos', 'then when I try to go to try to change my photos you only can change one photo']"
53ca55f4-281d-4ef8-bd24-d54271c141c6,"Logged me out auto, nothing loads, and cannot log back in or even create a new avcount as its saying error with page, yet my co-worker app is working just fine only mine is denying me access on my phone, when i uninstalled, still shows intalled in play store","['Logged me out auto nothing loads and can not log back in or even create a new avcount as its saying error with page yet my co worker app is working just fine', 'nothing loads and can not log back in or even create a new avcount as its saying error with page', 'can not log back in or even create a new avcount as its saying error with page', 'even create a new avcount as its saying error with page', 'my co worker app is working just fine', 'Logged me out auto nothing loads and can not log back in or even create a new avcount as its saying error with page yet my co worker app is working just fine only mine is denying me access on my phone when i uninstalled still shows intalled in play store', 'when i uninstalled', 'still shows intalled in play store']"
3e2685c8-c4fb-4fac-9f5f-2e6ed042eed9,"Don't get any notifications when people like my photos/posts, but get notifications for pointless groups Im not interested in, I've tried changing the settings but nothing works, to now see likes on my posts/photos I have to go onto my profile to see who's liked them as I now don't get notifications for them","[""Do n't get any notifications when people like my photos posts but get notifications for pointless groups I m not interested in"", 'when people like my photos', 'get notifications for pointless groups I m not interested in', 'nothing works to now see likes on my posts', 'to now see likes on my posts', ""Do n't get any notifications when people like my photos posts but get notifications for pointless groups I m not interested in I 've tried changing the settings but nothing works to now see likes on my posts photos I have to go onto my profile to see who 's liked them as I now do n't get notifications for them"", ""to see who 's liked them as I now do n't get notifications for them"", ""as I now do n't get notifications for them""]"
e2895418-5e4d-4dd4-983c-526b773ae874,"Having terrible bug where I can't even open app just says there's a problem and won't let me get in even after deleting the app and redownloading and resetting my phone, I know it's not my phone.","[""wo n't let me get in even after deleting the app and redownloading and resetting my phone"", 'redownloading and resetting my phone', 'resetting my phone', ""Having terrible bug where I ca n't even open app just says there 's a problem and wo n't let me get in even after deleting the app and redownloading and resetting my phone I know it 's not my phone""]"
7a3134ca-dfed-449d-805d-a99c53184f55,"Stuck in a loop of trying to open the app, it logs me out, I try to log in, success, until 3 seconds in, feed hasn't even loaded and ""session expired, please log in"" How can the session be expired if I've only just opened it.","[""Stuck in a loop of trying to open the app it logs me out I try to log in success until 3 seconds in feed has n't even loaded and session expired please log in How can the session be expired if I 've only just opened it"", 'session expired', ""feed has n't even loaded and session expired please log in How can the session be expired if I 've only just opened it"", ""if I 've only just opened it""]"
69cb5d35-73e2-4cd8-a321-7264e29c3c68,"This time it gets worse because normal post are now turning into reels although it wasn't posted as a reel that's bad, and with the new page experience the notifications has to be separated ( Page Notifications from Profile notifications ) it's bad when it has to keep switching accounts when u tap on every notification 🥺","[""This time it gets worse because normal post are now turning into reels although it was n't posted as a reel that 's bad and with the new page experience the notifications has to be separated Page Notifications from Profile notifications"", ""because normal post are now turning into reels although it was n't posted as a reel that 's bad and with the new page experience the notifications has to be separated Page Notifications from Profile notifications"", ""although it was n't posted as a reel that 's bad"", 'when it has to keep switching accounts when u tap on every notification', 'when u tap on every notification']"
26b42c2e-4941-4757-849d-487bee541b46,"I've been logged out of my Facebook and it keeps asking me to log back in which am trying to for it to keep coming up with ""something when wrong"" and I've try to unistalled and reinstalled the app and I've even try to reset my password and I keep getting the same message ""something when wrong"" so can you SORT IT OUT","[""I 've been logged out of my Facebook and it keeps asking me to log back in which am trying to for it to keep coming up with something when wrong and I 've try to unistalled and reinstalled the app and I 've even try to reset my password and I keep getting the same message something when wrong so can you SORT IT OUT"", ""it keeps asking me to log back in which am trying to for it to keep coming up with something when wrong and I 've try to unistalled and reinstalled the app"", 'for it to keep coming up with something when wrong', ""I 've try to unistalled and reinstalled the app"", 'reinstalled the app', ""I 've even try to reset my password and I keep getting the same message something when wrong"", 'I keep getting the same message something when wrong', 'so can you SORT IT OUT']"
66438d18-d684-4a70-b204-09e27395f1eb,"Too many privacy and data issues also the short clips from Instagram always freeze up and don't load properly, more hassle to use than anything will only use on PC from now on when I have to for my job postings","[""Too many privacy and data issues also the short clips from Instagram always freeze up and do n't load properly more hassle to use than anything will only use on PC from now on when I have to for my job postings"", ""do n't load properly more hassle to use than anything"", 'more hassle to use than anything', 'will only use on PC from now on when I have to for my job postings', 'when I have to']"
c180d2b5-7a6e-4150-ae18-61c49d6705e0,I to been experiencing problems from the Facebook app I don't know whats going on but i definitely isn't liking it i just actually uninstalled it and going to trying install it back to see maybe whats going on with the app but yeah i just was trying to open my app and it wouldn't open my phone eventually would ask to close the app or wait which i tried waiting a couple of times but after me trying a few times and it telling me the same which i pushed wait 2 times but still wouldn't open,"[""I to been experiencing problems from the Facebook app I do n't know what s going on but i definitely is n't liking it"", ""but i definitely is n't liking it"", 'i just actually uninstalled it and going to trying install it back to see maybe what s going on with the app', 'going to trying install it back to see maybe what s going on with the app', 'to see maybe what s going on with the app', ""i just was trying to open my app and it would n't open my phone eventually would ask to close the app or wait which i tried waiting a couple of times but after me trying a few times and it telling me the same which i pushed wait 2 times but still would n't open"", ""it would n't open my phone"", 'eventually would ask to close the app or wait which i tried waiting a couple of times', 'wait which i tried waiting a couple of times', 'it telling me the same which i pushed wait 2 times but', ""still would n't open""]"
a8646568-b8d3-4658-9f0b-045eb3f7bc85,"This aap is good but when we play video it's generate ads of 1 or 2 min i think you can set the face book please, the face book is very slow it's contain 1mbs to work fast but the YouTube is play on only 100 mbs network please set the thing of facebook i like face book but it is the thing that i will not like face book || THANKS ||","['when we play video', ""i think you can set the face book please the face book is very slow it 's contain 1mbs to work fast but the YouTube is play on only 100 mbs network please set the thing of facebook i like face book"", 'the YouTube is play on only 100 mbs network please set the thing of facebook i like face book']"
ed94816e-a3d0-4d6e-bfd3-992040b4749a,Notification have been very slow doesn't notify me anymore and when I do go on the app it doesn't notify me that I have messages or notifications until later so I've missed a lot of notifications,"[""does n't notify me anymore"", 'when I do go on the app', ""when I do go on the app it does n't notify me that I have messages or notifications until later"", ""so I 've missed a lot of notifications""]"
b7e60f09-6577-492d-8103-f959c2d5e9e9,"It randomly logged me out, had a hard time changing my password, and now I can't authenticate because I'm waiting on a text message code that hasn't come...","[""It randomly logged me out had a hard time changing my password and now I ca n't authenticate because I 'm waiting on a text message code that has n't come"", 'had a hard time changing my password', ""now I ca n't authenticate because I 'm waiting on a text message code that has n't come"", ""because I 'm waiting on a text message code that has n't come""]"
3f5480f4-4fbe-4def-a3b5-c3cc5b6ff054,In latest version Facebook reels is crashing I want to created reel after before next reel is stuck and not working sometimes when i shoot video with camera,"['In latest version Facebook reels is crashing I want to created reel after before next reel is stuck and not working sometimes when i shoot video with camera', 'not working sometimes when i shoot video with camera', 'when i shoot video with camera']"
b3477c15-c9fb-40e5-9449-b3ce35b4ce1e,Lately posts and comments are slow to load(mostly when pics and videos are included and sometimes when there's only text in the posts),"[""when pics and videos are included and sometimes when there 's only text in the posts"", ""when there 's only text in the posts""]"
123b60b1-246a-4bdc-b3a2-a26f06979f3f,"I was literally just doing whatever and then suddenly it logged me out,, I know my password and when I try to log back in it just said it had an error ☹️☹️‼️","['I was literally just doing whatever', 'and then suddenly it logged me out I know my password and when I try to log back in it just said it had an error ☹ ️ ☹ ️‼️', 'when I try to log back in it', 'when I try to log back in it just said it had an error ☹ ️ ☹']"
4ebf5932-c1c6-42c5-9c82-ffb9b841aaa9,"I have a question regarding fb that after my recent facebook update( yesterday that had done) the status size becomes bigger after i tap back button and covers my entire screen,I had cleared my cache and restart the app and even I uninstall and reinstall the app but thing is happening again and for that i need a solution.","['after i tap back button and covers my entire screen', 'covers my entire screen', 'I have a question regarding fb that after my recent facebook update yesterday that had done the status size becomes bigger after i tap back button and covers my entire screen I had cleared my cache and restart the app and even I uninstall and reinstall the app but thing is happening again and for that i need a solution', 'restart the app and even I uninstall and reinstall the app but thing is happening again and for that i need a solution', 'even I uninstall and reinstall the app but thing is happening again and for that i need a solution', 'reinstall the app', 'thing is happening again and for that i need a solution', 'for that i need a solution']"
edc4965a-681a-4fd6-b024-a52687dbc243,The latest update is so glitchy especially giving ghost images whenever you are trying to see who left emoticons.,['whenever you are trying to see who left emoticons']
916770cc-0be0-4275-a76c-dd3649b5f5b1,I done verify my identity every type of way I can from using an actual ID from getting codes to my email address all three of them and to my phone number and still can't get into my Facebook and then there's no one I can actually speak toa person this is BS.,"[""I done verify my identity every type of way I can from using an actual ID from getting codes to my email address all three of them and to my phone number and still ca n't get into my Facebook and then there 's no one I can actually speak toa person this is BS"", ""still ca n't get into my Facebook"", ""then there 's no one I can actually speak toa person this is BS""]"
ff89666f-2007-4070-9d61-3be6d33d92f3,Slow run and crushes accour in videos side also whenever click on any videos it directly goes to reels side rather than open as video,['crushes']
6f5e6b5c-99bc-4ce9-80f2-d99047ab60c9,I got logged out i entered my password then it couldnt let me in it says unexpected error i tried few more times but it still the same thing so PLEASE fix this bug,"['I got logged out', 'i entered my password then it could nt let me in it says unexpected error i tried few more times but it still the same thing so PLEASE fix this bug', 'it still the same thing so PLEASE fix this bug']"
d8c34861-6c5a-4ced-b2a5-0e4f6de21dfe,I can't watch full videos without it completely stopping on me then I literally have to shut off Facebook and restart it all over again and it's really starting to make me mad.,"[""I ca n't watch full videos without it completely stopping on me then I literally have to shut off Facebook and restart it all over again and it 's really starting to make me mad"", 'restart it all over again', ""and it 's really starting to make me mad""]"
18ef43b3-e27c-48ad-b4de-e1135c001eae,"Facebook used to be good,not great but good and now all kinds of profiles get hacked it keeps logging me out of my account when I didn't even want to and I'm not going to no support page or email or calling a numbers cause if support was real they'd deal with this right away","[""Facebook used to be good not great but good and now all kinds of profiles get hacked it keeps logging me out of my account when I did n't even want to and I 'm not going to no support page or email or calling a numbers cause if support was real they 'd deal with this right away"", 'now all kinds of profiles get hacked', ""now all kinds of profiles get hacked it keeps logging me out of my account when I did n't even want to"", ""when I did n't even want to"", ""and I 'm not going to no support page or email or calling a numbers cause if support was real they 'd deal with this right away"", 'calling a numbers cause if support was real', ""they 'd deal with this right away""]"
36f304ea-38dc-4f6b-9622-003008a72584,"I understand that Facebook is free to use, but it is very frustrating to wade thru ad after ad that has no interest to me to see real posts.",['I understand that Facebook is free to use but it is very frustrating to wade thru ad after ad that has no interest to me to see real posts']
656abf26-9dd1-4f90-8585-3e61cada8582,"Most recent update is horrible, it's very slow and when I go to select a reaction it's just circles you can't see what the emocons are.","[""when I go to select a reaction it 's just circles"", ""to select a reaction it 's just circles"", ""when I go to select a reaction it 's just circles you ca n't see what the emocons are""]"
60c9d6e0-fd7b-4fe0-971d-50e60266245d,"App is fine most of the time, but then other times, especially in Marketplace, it becomes jittery & unstable as.",['then other times especially in Marketplace it becomes jittery unstable as']
4ca1533c-c12c-4c3a-b528-74d13eec83d9,"App keeps flashing randomly making impossible to use, and like instagram when you watch video but change screen or back to app you lose the video you were watching","['App keeps flashing randomly making impossible to use and like instagram when you watch video but change screen or back to app you lose the video you were watching', 'when you watch video but change screen or back to app', 'to app', 'when you watch video but change screen or back to app you lose the video you were watching']"
0c164d5b-f10d-425c-aa3c-9fc9bbef45e4,I've used fb for ages and now I can't even see the latest things it's always 24 hours old 2 days old I have uninstalled and left it for a bit then reinstalled and still have the same problem please fix,"[""I 've used fb for ages and now I ca n't even see the latest things it 's always 24 hours old 2 days old I have uninstalled and left it for a bit then reinstalled and still have the same problem please fix"", ""now I ca n't even see the latest things it 's always 24 hours old 2 days old I have uninstalled and left it for a bit then reinstalled and still have the same problem please fix"", 'left it for a bit then reinstalled and still have the same problem', 'still have the same problem', 'please fix']"
725ee056-9c80-4b67-85f8-d985942659a4,the constant blocking of my account for things I posted yrs ago..then not being able to contact someone about it to dispute it is getting annoying especially when there is content way worse than what I post,"['to dispute it is getting annoying especially when there is content way worse than what I post', 'especially when there is content way worse than what I post']"
6b266d78-920d-4df0-9e63-f0bdf2e64f16,"I don't know what is going on with the dating part of the app but one day it's there and the next day it's gone 🙄🙄 and when I do get on it, it says it's not available but when I hit the settings, all my settings are still there.","[""I do n't know what is going on with the dating part of the app but one day it 's there and the next day it 's gone 🙄 🙄"", ""the next day it 's gone"", 'when I do get on it', ""and when I do get on it it says it 's not available but when I hit the settings all my settings are still there"", 'when I hit the settings']"
2d352ed1-ce7d-4f28-9920-f27bcd244477,"The share pop-up after screenshot is so annoying it prevent me from taking long-form snapshot, even after disable picture-in-picture it's just work temporary",[]
