reviewId,content,events,events refined,solved by,Verified
e3148654-d79a-499f-8256-3c847b3ff48b,"The auto refresh on the news feed is making it nearly unusable, click on a link or story, read for 2min then click back and it reloads the whole news feed with the article you just read never to be found again and unable to comment on or read the next article in the news feed you saw before you clicked the first article, this is marketing tactics by Facebook to try and have as much different content jammed in your face as they can to increase marketing revenue income.","['click on a link or story read for 2min then click back', 'read for 2min then click back', 'then click back', 'it reloads the whole news feed with the article you just read never to be found again and unable to comment on or read the next article in the news feed you saw before you clicked the first article', 'read the next article in the news feed you saw before you clicked the first article', 'before you clicked the first article', 'have as much different content jammed in your face as they can', 'to increase marketing revenue income']","[I click on a link or story, I read for 2 minutes, I click back, It reloads the whole news feed and the article never to be found again][I am unable to comment on or read the next article in the news feed i saw before i clicked the first article ]",Khalid,
5a93e144-9dc1-4dc5-ab28-f3db53d92f44,Can't block all reels and ones u can don't work as it's a person not the page just comes back can only mute for 30 days and not block on pages not even apart of the page and reels are incomplete no part 2 to be seen etc when watching and on video tab to get full story's they constantly stop or not play after watching the add without scrolling away and back which is annoying as hell this app while extremely useful in keeping connected to people seems to get worse in all other aspects in time,"[""Ca n't block all reels and ones u can do n't work as it 's a person not the page just comes back can only mute for 30 days and not block on pages not even apart of the page and reels are incomplete no part 2 to be seen etc when watching and on video tab to get full story 's they constantly stop or not play after watching the add without scrolling away and back which is annoying as hell this app while extremely useful in keeping connected to people seems to get worse in all other aspects in time"", 'can only mute for 30 days and not block on pages not even apart of the page and reels', 'not block on pages not even apart of the page and reels', ""when watching and on video tab to get full story 's"", ""to get full story 's"", 'not play after watching the add without scrolling away and back', ""no part 2 to be seen etc when watching and on video tab to get full story 's they constantly stop or not play after watching the add without scrolling away and back which is annoying as hell this app while extremely useful in keeping connected to people seems to get worse in all other aspects in time""]","[I can't block all the reels][I block a reel, It comes back after 30 days][Reels are incomplete with no part 2 to be found][I watch an ad on video tab, the video stop or fail] 




",Khalid,
961bd581-ad08-4d8e-ab63-5f9f74d4032d,"It causes some unexpected log outs and u cant even log in ur acc, also nothing really changes in my opinion still causes some bugs and sudden exit in the app, other one is when u post a myday even your are done is sudenly it just go agin in the posting part like choosing the pic u want to post.",['when u post a myday'],"[The app causes some unexpected log outs][The app does not let me log in to my account][It causes some bugs and sudden exit in the app][I post a myday, the app just go again in the posting part suddenly like choosing the picture I want to post]",Sakib,
fda410a9-01e8-4c98-9130-cc25595ccd99,"If I click a link on Facebook that leads to an external website or some group, and then go back, Facebook completely reloads, returning to the main page and loading new content, instead of as it used to be - going back to the post or comments I was reading, so now i cannot continue reading the thing I am interested in.","['If I click a link on Facebook that leads to an external website or some group and then go back', 'then go back', 'If I click a link on Facebook that leads to an external website or some group and then go back Facebook completely reloads returning to the main page and loading new content instead of as it used to be going back to the post or comments I was reading so now i can not continue reading the thing I am interested in', 'returning to the main page and loading new content instead of as it used to be going back to the post or comments I was reading', 'loading new content', 'as it used to be going back to the post or comments I was reading', 'so now i can not continue reading the thing I am interested in']","[I click a link on Facebook, the app leads to an external website or some group, I go back, the app completely reloads, the app returns to the main page, the app loads new content instead of going back to the post or comments I was reading, I cannot continue reading the thing I am interested in]",Sakib,
df5c782b-ff2f-4098-bc7d-89dc0894434e,"App has been fine until yesterday's update tried to get in today and it keeps telling me session has expired, reinstalled and still locked in that screen and cannot log back in through any of the options.","[""until yesterday 's update tried to get in today"", 'it keeps telling me session has expired reinstalled and still locked in that screen and can not log back in through any of the options', 'reinstalled and still locked in that screen and can not log back in through any of the options', 'still locked in that screen', 'can not log back in through any of the options']","[I updated the app yesterday, I tried to get in today, It keeps telling me session has expired, I reinstalled it, It still locked in that screen, I cannot log back in through any of the options]",Sakib,
09f28b6c-8b94-4c35-a853-034b1bb829f3,"I have a Huawei tablet T5 and 2 days now every time i access fb after about 10 seconds i keep getting the message ""u need to update fb to continue"", i follow the link tha gets me in playstore under fb application where i get 2 options, ""open"" and ""uninstall"", if i hit open gets back to fb and afterca couple o secs i get the same message again, i also did uninstall 3 times so far and nothing changes, any idea why i get this message???","['I have a Huawei tablet T5 and 2 days now every time i access fb after about 10 seconds i keep getting the message u need to update fb to continue i follow the link tha gets me in playstore under fb application where i get 2 options open and uninstall if i hit open gets back to fb and afterca', 'if i hit open', 'afterca']","[I access the app on my Huawei tablet T5, I keep getting the message to update it, I follow the link, It gets me in play store, I get two options: ""open"" and ""uninstall"", I hit open, It gets back to Facebook, I get the same message again][I did uninstall 3 times, Nothing changes]",Sakib,
d5edbdfb-676b-4e64-a207-69614e50f908,"Absolute joke just totally wiped out my existence so tried to get back in, they sent codes by WhatsApp numerous times I NEVER RECEIVED ANY, we will contact your phone and you get in that way OH NO YOU DIDNT so as I can't use fb or msgr I came to app and tried to uninstall but it decided to update so when it's finished we will see if it's worked if not bye bye fb etc","['so tried to get back in', 'Absolute joke just totally wiped out my existence so tried to get back in they sent codes by WhatsApp numerous times I NEVER RECEIVED ANY we will contact your phone and you get in that way', 'you get in that way', 'NO YOU DIDNT', ""so as I ca n't use fb or msgr"", 'msgr', ""so as I ca n't use fb or msgr I came to app and tried to uninstall but it decided to update so when it 's finished we will see if it 's worked if not"", 'tried to uninstall', ""it decided to update so when it 's finished we will see if it 's worked"", ""when it 's finished""]","[I tried to get back in, It sent codes by WhatsApp, I didn't receive any]",Sakib,
5fa73464-83f8-44cb-a2e2-7017fb04594f,It won't log me in even though I enter the saved password it keeps saying sesson expired please log in and when I do it says unable to log in try again later and when I do it repeats the session expired etc over and over again and when you do get a code and enter it the next thing is a blank white page,"['even though I enter the saved password', 'it keeps saying sesson expired please log in', 'when I do', 'when I do it says unable to log in try again later and when I do it repeats the session expired etc over and over again and', 'when I do', 'when I do it repeats the session expired etc over and over again and', 'when you do get a code and enter it', 'enter it']","[I enter the saved password, It won't log me in, It keeps saying sesson expired please log in, I do it, It says unable to log in try again later, I do it, It repeats the session expired over and over again] [I get a code and enter it, It leads to a blank white page]",Sakib,
3de0ed26-d7ad-4a81-9391-c606e6dbc7e1,Literally feel like this app is just something I am forced to keep around so my family can randomly I can't log into the app it just repeatedly keeps telling me to try again even when I set a new password the app restarts and tells me it's messed up I hate that everything leads back to Facebook now,"[""Literally feel like this app is just something I am forced to keep around so my family can randomly I ca n't log into the app it just repeatedly keeps telling me to try again even when I set a new password the app restarts and tells me it 's messed up I hate that everything leads back to Facebook now"", ""so my family can randomly I ca n't log into the app"", ""even when I set a new password the app restarts and tells me it 's messed up"", ""tells me it 's messed up""]","[I can't log into the app, It just repeatedly keeps telling me to try again] [I set a new password, It restarts, It tells me it's messed up]",Sakib,
fb7bbcb6-62fb-4901-b6c3-8faf6f6dc63b,My facebook has been logged out of everysingle time i have closed the app and sometimes while im useing it and it gives me trouble logging back in everytime i have been having this issue since January and its too much personal information for yall to just be messing up and apparently im not the only one,"['My facebook has been logged out of everysingle time i have closed the app and sometimes while i m useing it and it gives me trouble logging back in everytime i have been having this issue since January and its too much personal information for y all to just be messing up and apparently i m not the only one', 'sometimes while i m useing it', 'it gives me trouble logging back in everytime i have been having this issue since January and its too much personal information for y all to just be messing up and apparently i m not the only one', 'for y all to just be messing up and apparently i m not the only one', 'apparently i m not the only one']","[I closed the app, It logs me out everytime, It gives me trouble logging back in] ",Sakib,
00a32f1c-032b-4c79-88d2-e85e9b59ed05,"My ID Just disconnected automatically by showing me error of ""session expired login again"" and when i am trying to login cannot beinng and again facing the same error of session expire or showing an other erro also that "" Unable to login an unexpected error occured please tey logging in agai"" Kindly check the issue and revert the resolution thanks","['My ID Just disconnected automatically by showing me error of session expired login again and when i am trying to login can not beinng and again facing the same error of session expire or showing an other erro also that Unable to login an unexpected error occured please tey logging in agai Kindly check the issue and revert the resolution thanks', 'when i am trying to login can not beinng and again facing the same error of session expire or showing an other erro also that Unable to login an unexpected error occured please tey logging in agai Kindly check the issue and revert the resolution', 'again facing the same error of session', 'expire or showing an other erro also that Unable to login an unexpected error occured please tey logging in agai Kindly check the issue and revert the resolution', 'showing an other erro also that Unable to login an unexpected error occured please tey logging in agai Kindly check the issue and revert the resolution', 'Kindly check the issue and revert the resolution', 'revert the resolution']","[My ID Just disconnected automatically, It showed me error of ""session expired login again"", I am trying to login, I am again facing the same error, It also shows "" Unable to login an unexpected error occured please try logging in again""] ",Sakib,
a3711e21-8d7f-4f53-997d-4a1762f744a8,Since last updated I am unable to stay signed in it just keeps kicking me off saying session is expired and when I try to sign back in and keeps giving me an error happened and to try to sign in again without allowing me too,"['Since last updated', 'saying session is expired', 'when I try to sign back in and keeps giving me an error happened and to try to sign in again without allowing me too', 'keeps giving me an error happened and to try to sign in again without allowing me too', 'to try to sign in again without allowing me too']","[I am unable to stay signed in, It just keeps kicking me off saying session is expired, I try to sign back in, It keeps showing me an error happened, It asks to try to sign in again without allowing]",Sakib,
c4277f43-3947-415b-b218-f7e7e175fe4d,"I've been using facebook for so long but why the hell i cant log in to mt account, same goes for the messenger app it always say's ""Login Session Expired"", this only happens today while im talking to some one pls fix this ASAP i already restarted my phone and i still can't get to log in to my account","[""I 've been using facebook for so long"", ""but why the hell i ca nt log in to mt account same goes for the messenger app it always say 's Login Session Expired this only happens today while i m talking to some one pls fix this ASAP i already restarted my phone and i still ca n't get to log in to my account"", ""this only happens today while i m talking to some one pls fix this ASAP i already restarted my phone and i still ca n't get to log in to my account"", 'while i m talking to some one pls', 'fix this', ""i still ca n't get to log in to my account""]","[I cant log in to my account, It always says ""Login Session Expired"", I restarted my phone, I still can't get to log in to my account]",Sakib,
f6e3f78c-8fb3-4fd6-8ad4-9febe9bf5c99,Very bad connection when you go in it can you press on the app and it keeps flickering back and forth and then when I try to go to try to change my photos you only can change one photo,"['when you go in it', 'Very bad connection when you go in it can you press on the app and it keeps flickering back and forth and then when I try to go to try to change my photos you only can change one photo', 'it keeps flickering back and forth', 'when I try to go to try to change my photos', 'to try to change my photos', 'then when I try to go to try to change my photos you only can change one photo']","[I go into the app, The connection is very bad] [I press on the app, It keeps flickering back and forth] [I try to change my photos, I only can change one photo]",Sakib,
53ca55f4-281d-4ef8-bd24-d54271c141c6,"Logged me out auto, nothing loads, and cannot log back in or even create a new avcount as its saying error with page, yet my co-worker app is working just fine only mine is denying me access on my phone, when i uninstalled, still shows intalled in play store","['Logged me out auto nothing loads and can not log back in or even create a new avcount as its saying error with page yet my co worker app is working just fine', 'nothing loads and can not log back in or even create a new avcount as its saying error with page', 'can not log back in or even create a new avcount as its saying error with page', 'even create a new avcount as its saying error with page', 'my co worker app is working just fine', 'Logged me out auto nothing loads and can not log back in or even create a new avcount as its saying error with page yet my co worker app is working just fine only mine is denying me access on my phone when i uninstalled still shows intalled in play store', 'when i uninstalled', 'still shows intalled in play store']","[It logged me out automatically, It loads nothing, I cannot log back in] [I can't create a new account, It's saying error with page] [It is denying me access on my phone] [I uninstalled it, It shows installed in play store]",Sakib,
3e2685c8-c4fb-4fac-9f5f-2e6ed042eed9,"Don't get any notifications when people like my photos/posts, but get notifications for pointless groups Im not interested in, I've tried changing the settings but nothing works, to now see likes on my posts/photos I have to go onto my profile to see who's liked them as I now don't get notifications for them","[""Do n't get any notifications when people like my photos posts but get notifications for pointless groups I m not interested in"", 'when people like my photos', 'get notifications for pointless groups I m not interested in', 'nothing works to now see likes on my posts', 'to now see likes on my posts', ""Do n't get any notifications when people like my photos posts but get notifications for pointless groups I m not interested in I 've tried changing the settings but nothing works to now see likes on my posts photos I have to go onto my profile to see who 's liked them as I now do n't get notifications for them"", ""to see who 's liked them as I now do n't get notifications for them"", ""as I now do n't get notifications for them""]","[People like my photos/posts, I don't get any notifications] [I get notifications for pointless groups that I'm not interested in, I've tried changing the settings, It doesn't work]",Sakib,
e2895418-5e4d-4dd4-983c-526b773ae874,"Having terrible bug where I can't even open app just says there's a problem and won't let me get in even after deleting the app and redownloading and resetting my phone, I know it's not my phone.","[""wo n't let me get in even after deleting the app and redownloading and resetting my phone"", 'redownloading and resetting my phone', 'resetting my phone', ""Having terrible bug where I ca n't even open app just says there 's a problem and wo n't let me get in even after deleting the app and redownloading and resetting my phone I know it 's not my phone""]","[I can't even open app, It says there's a problem] [I deleted the app and redownleaded it, It won't let me get in]",Sakib,
7a3134ca-dfed-449d-805d-a99c53184f55,"Stuck in a loop of trying to open the app, it logs me out, I try to log in, success, until 3 seconds in, feed hasn't even loaded and ""session expired, please log in"" How can the session be expired if I've only just opened it.","[""Stuck in a loop of trying to open the app it logs me out I try to log in success until 3 seconds in feed has n't even loaded and session expired please log in How can the session be expired if I 've only just opened it"", 'session expired', ""feed has n't even loaded and session expired please log in How can the session be expired if I 've only just opened it"", ""if I 've only just opened it""]","[I try to open the app, It logs me out] [I try to log in, It shows success until 3 seconds, Feed hasn't even loaded, It shows ""session expired, please log in""]",Sakib,
69cb5d35-73e2-4cd8-a321-7264e29c3c68,"This time it gets worse because normal post are now turning into reels although it wasn't posted as a reel that's bad, and with the new page experience the notifications has to be separated ( Page Notifications from Profile notifications ) it's bad when it has to keep switching accounts when u tap on every notification 🥺","[""This time it gets worse because normal post are now turning into reels although it was n't posted as a reel that 's bad and with the new page experience the notifications has to be separated Page Notifications from Profile notifications"", ""because normal post are now turning into reels although it was n't posted as a reel that 's bad and with the new page experience the notifications has to be separated Page Notifications from Profile notifications"", ""although it was n't posted as a reel that 's bad"", 'when it has to keep switching accounts when u tap on every notification', 'when u tap on every notification']","[Normal post are turning into reels][I'm getting page notification from profile notification][I tap on a notification, It keeps switching accounts]",Sakib,
26b42c2e-4941-4757-849d-487bee541b46,"I've been logged out of my Facebook and it keeps asking me to log back in which am trying to for it to keep coming up with ""something when wrong"" and I've try to unistalled and reinstalled the app and I've even try to reset my password and I keep getting the same message ""something when wrong"" so can you SORT IT OUT","[""I 've been logged out of my Facebook and it keeps asking me to log back in which am trying to for it to keep coming up with something when wrong and I 've try to unistalled and reinstalled the app and I 've even try to reset my password and I keep getting the same message something when wrong so can you SORT IT OUT"", ""it keeps asking me to log back in which am trying to for it to keep coming up with something when wrong and I 've try to unistalled and reinstalled the app"", 'for it to keep coming up with something when wrong', ""I 've try to unistalled and reinstalled the app"", 'reinstalled the app', ""I 've even try to reset my password and I keep getting the same message something when wrong"", 'I keep getting the same message something when wrong', 'so can you SORT IT OUT']","[I've been logged out of my Facebook, it keeps asking me to log back, I am trying to do it, It to keep coming up with ""something when wrong"", I've tried to unistall and reinstall the app, I've even tried to reset my password, I keep getting the same message ""something when wrong""]",Sakib,
66438d18-d684-4a70-b204-09e27395f1eb,"Too many privacy and data issues also the short clips from Instagram always freeze up and don't load properly, more hassle to use than anything will only use on PC from now on when I have to for my job postings","[""Too many privacy and data issues also the short clips from Instagram always freeze up and do n't load properly more hassle to use than anything will only use on PC from now on when I have to for my job postings"", ""do n't load properly more hassle to use than anything"", 'more hassle to use than anything', 'will only use on PC from now on when I have to for my job postings', 'when I have to']",[It has too many privacy and data issues] [Short clips from Instagram always freeze up and don't load properly],Sakib,
c180d2b5-7a6e-4150-ae18-61c49d6705e0,I to been experiencing problems from the Facebook app I don't know whats going on but i definitely isn't liking it i just actually uninstalled it and going to trying install it back to see maybe whats going on with the app but yeah i just was trying to open my app and it wouldn't open my phone eventually would ask to close the app or wait which i tried waiting a couple of times but after me trying a few times and it telling me the same which i pushed wait 2 times but still wouldn't open,"[""I to been experiencing problems from the Facebook app I do n't know what s going on but i definitely is n't liking it"", ""but i definitely is n't liking it"", 'i just actually uninstalled it and going to trying install it back to see maybe what s going on with the app', 'going to trying install it back to see maybe what s going on with the app', 'to see maybe what s going on with the app', ""i just was trying to open my app and it would n't open my phone eventually would ask to close the app or wait which i tried waiting a couple of times but after me trying a few times and it telling me the same which i pushed wait 2 times but still would n't open"", ""it would n't open my phone"", 'eventually would ask to close the app or wait which i tried waiting a couple of times', 'wait which i tried waiting a couple of times', 'it telling me the same which i pushed wait 2 times but', ""still would n't open""]","[I uninstalled it, I installed it back, I was trying to open it, It wouldn't open, It asks to close or wait, I tried waiting couple of times, It is telling me same]",Sakib,
a8646568-b8d3-4658-9f0b-045eb3f7bc85,"This aap is good but when we play video it's generate ads of 1 or 2 min i think you can set the face book please, the face book is very slow it's contain 1mbs to work fast but the YouTube is play on only 100 mbs network please set the thing of facebook i like face book but it is the thing that i will not like face book || THANKS ||","['when we play video', ""i think you can set the face book please the face book is very slow it 's contain 1mbs to work fast but the YouTube is play on only 100 mbs network please set the thing of facebook i like face book"", 'the YouTube is play on only 100 mbs network please set the thing of facebook i like face book']","[I play video, It generates ads]",Sakib,
ed94816e-a3d0-4d6e-bfd3-992040b4749a,Notification have been very slow doesn't notify me anymore and when I do go on the app it doesn't notify me that I have messages or notifications until later so I've missed a lot of notifications,"[""does n't notify me anymore"", 'when I do go on the app', ""when I do go on the app it does n't notify me that I have messages or notifications until later"", ""so I 've missed a lot of notifications""]","[It doesn't notify me anymore] [I do go on the app, It doesn't notify me that I have messages or notifications until later, I've missed a lot of notifications]",Sakib,
b7e60f09-6577-492d-8103-f959c2d5e9e9,"It randomly logged me out, had a hard time changing my password, and now I can't authenticate because I'm waiting on a text message code that hasn't come...","[""It randomly logged me out had a hard time changing my password and now I ca n't authenticate because I 'm waiting on a text message code that has n't come"", 'had a hard time changing my password', ""now I ca n't authenticate because I 'm waiting on a text message code that has n't come"", ""because I 'm waiting on a text message code that has n't come""]","[It randomly logged me out] [I can't authenticate, I'm waiting for a text message code, Code hasn't come]",Sakib,
3f5480f4-4fbe-4def-a3b5-c3cc5b6ff054,In latest version Facebook reels is crashing I want to created reel after before next reel is stuck and not working sometimes when i shoot video with camera,"['In latest version Facebook reels is crashing I want to created reel after before next reel is stuck and not working sometimes when i shoot video with camera', 'not working sometimes when i shoot video with camera', 'when i shoot video with camera']","[Reels are crashing][I create a reel, The next reel is stuck][When I shoot with video camera, It is not working]",Sakib,
b3477c15-c9fb-40e5-9449-b3ce35b4ce1e,Lately posts and comments are slow to load(mostly when pics and videos are included and sometimes when there's only text in the posts),"[""when pics and videos are included and sometimes when there 's only text in the posts"", ""when there 's only text in the posts""]",[It loads posts and comments very slow],Sakib,
123b60b1-246a-4bdc-b3a2-a26f06979f3f,"I was literally just doing whatever and then suddenly it logged me out,, I know my password and when I try to log back in it just said it had an error ☹️☹️‼️","['I was literally just doing whatever', 'and then suddenly it logged me out I know my password and when I try to log back in it just said it had an error ☹ ️ ☹ ️‼️', 'when I try to log back in it', 'when I try to log back in it just said it had an error ☹ ️ ☹']","[Suddenly it logged me out, I try to log back in, It just said it had an error]",Sakib,
